conversation_id,customer_message,amazonhelp_reply,intent_label,decision_label,decision_reason
995437,"Customer message 1: @AmazonHelp scared it wasn't an official pressing, so I cancelled it and it charged me for the MP3 version but I pre-ordered the vinyl again

Customer message 2: @AmazonHelp Got the mp3 version refunded as I bought the vinyl again, thanks!",AmazonHelp reply 1: @355522 Gotcha! Keep us posted on what you get figured out! ^LB,I5,Auto-handle,Cancellation followed by a normal refund.
2059506,"Customer message 1: @117086 mores agora que tu expandiram as lojinhas, vão trazer a pré venda de Pokemon Ultra Sun/Ultra Moon????

Customer message 2: @AmazonHelp haaa :/ ok","AmazonHelp reply 1: @609096 Olá! No momento não temos essas informações, mas qualquer novidade será anunciada diretamente no nosso site e redes sociais ^CR",I8,Auto-handle,Routine product pre-order enquiry.
1560222,Customer message 1: @115850 My mom ordered Pantry items.Poor packing.Salt pack is torn &amp; spread throughout the cart.Spend 1hr to clean. but return not allowed https://t.co/S49uHWEwNH,"AmazonHelp reply 1: @482094 Kindly contact our support team here: https://t.co/rS49hgaADF so that we can assist you accordingly.2/2 ^VH

AmazonHelp reply 2: @482094 I'm sorry your order arrived damaged. We did not expect this to happen. 1/2 ^VH",I4,Auto-handle,Damaged item with a return concern.
1199762,"Customer message 1: Really wish Amazon Logistics deliverers had their shit together

Customer message 2: @AmazonHelp Haha, more like is there not one. It’s more often that we DON’T get our packages than we do. I’ve already contacted customer service.",AmazonHelp reply 1: @401900 I'm sorry to hear this. Is there a recent delivery issue we can help you with today? ^SE,I1,Auto-handle,General delivery service complaint.
1534389,"Customer message 1: @AmazonHelp any idea where my parcel is I've had to change my shifts two days now to be home to accept it and I've heard nothing! Help!

Customer message 2: @AmazonHelp It's not showing anything but I think it's because it's not the uk site. This is what the email link shows, I don't know when to be home! https://t.co/awGgyGomf6

Customer message 3: @AmazonHelp I don't mind waiting but it keeps telling me that's it's arriving that day so I book off work and it doesn't arrive :(

Customer message 4: @AmazonHelp Well yes I figured that out myself but I'm not going to stay in all day for the next 5 days for a parcel you said would be here 2 days ago

Customer message 5: @AmazonHelp I live in a second story flat there isn't anywhere safe to leave it. Can you please just tell me where it is and why it hasn't arrived yet?

Customer message 6: @AmazonHelp So my parcel is going to be a week late (if I ever get it) with no explanation or compensation, thanks for nothing amazon! 👎 #awfulservice","AmazonHelp reply 1: @475848 I'm so sorry for the delay! What's the current tracking shown here: https://t.co/Y5jpI9gRhE ^AG

AmazonHelp reply 2: @475848 Based on the screenshot, it appears that your delivery may arrive by Nov 8th. Let us know if you don't receive it by then. ^SH

AmazonHelp reply 3: @475848 Have you had a chance to set a safe place for your parcels to be left when you are not in?: https://t.co/rPRKxGl4yh ^SD",I1,Escalate,Parcel is about a week late with no clear update.
2226447,Customer message 1: @115850  @AmazonHelp  Got one of my order today. But received damaged item. See DM for order number and pics.,AmazonHelp reply 1: @649925 We've responded to your query over DM. Kindly check. ^SY,I4,Auto-handle,Product arrived damaged.
67443,"Customer message 1: @AmazonHelp 
I bought a product in July. It's now broken. But there's no option to get a replacement or raise a complaint. What do i do??  !!!

Customer message 2: @AmazonHelp By a seller. Not Amazon.

Customer message 3: @AmazonHelp Brilliant. Thankyou for the help 😊","AmazonHelp reply 1: @131405 Hello Pete! Is the item sold directly by Amazon or a seller?^CN

AmazonHelp reply 2: @131405 You can find info on contacting the seller here: https://t.co/Oi2OUCR0Mq.^CN

AmazonHelp reply 3: @131405 No problem, Pete! Let us know if there's anything else we can do for you.^TI",I4,Auto-handle,Product is broken and needs replacement support.
350131,"Customer message 1: The Guess the phones contest is closed. Thanks for participating. We'll announce the winners soon! #KaroMilkeTayyari

Customer message 2: @115850 why you no ever make me win anything?

Customer message 3: @115850 Hope This Time My Luck Is in My Favour to Win

Fingers Crossed

#AmazonGreatIndianFestival 
#KaroMilkeTayyari https://t.co/oNyja5ZMwr

Customer message 4: @115850 How do we get selected for this? I have participated every time but never won 😕

Customer message 5: @AmazonHelp Okay.. Finger crossed 🤞. May be some day i wil get lucky 🙃

Customer message 6: @AmazonHelp @199297 🤞🏻

Customer message 7: @AmazonHelp I hope so 😇

Customer message 8: @115850 Amazon why do you simply accept the order to just cancel it after few days? My order ORDER # 403-8515280-2355558 is canceled out of nowhere

Customer message 9: @115850 I hvnt givn any prsnal info. I ordrd produt fr 499 nw its 818, refund me diffrnc of 318 Rs as ordr was cncld from ur side n thts nt my fault

Customer message 10: @AmazonHelp there was no fault from my side. &lt;1&gt;

Customer message 11: @AmazonHelp This product ws available 4m Jamesshopee  just 450 Rs bt I didn't orderd then, as I already orderd it via anothr seller who then canceld &lt;2&gt;

Customer message 12: @AmazonHelp if u understand my concern re-ship my cancelled order

Customer message 13: @115850 Dear Amazon Team, Please Notice My Efforts this Time 😊🙏
#AmazonGreatIndianFestival 
#KaroMilkeTayyari

Customer message 14: @AmazonHelp @115850 Gues wat Amazon cancld my ordr again! My last 3 lst ordrs r cncld 4m ur side. Ur impotency 2 delivr products hs crosd all limits 😡

Customer message 15: @AmazonHelp @115850 @115850 @AmazonHelp Y Amazon keeps cancelin my ordrs?
ORDER # 403-8515280-2355558
ORDER # 406-6045999-1933165
ORDER # 406-2201196-7169943","AmazonHelp reply 1: @199297 Winners are selected randomly and results will be announced accordingly. Kindly stay tuned. ^PS

AmazonHelp reply 2: @199420 I'm sorry that you haven't won yet. Please don't lose hope. The winners are chosen randomly. ^HA

AmazonHelp reply 3: @199297 A wise man once said: Diligence is the mother of good luck. Best of luck! 🙂 ^MA

AmazonHelp reply 4: @200858 This was unforeseen. I'll ensure to share your comments internally to work on. (1/2) ^CB

AmazonHelp reply 5: @200858 –Please don't provide your order details as we consider it personal info. Our twitter page is visible to public. (2/2)^CB

AmazonHelp reply 6: @200858 I'm afraid, we don't have a price match policy. We've forwarded your feedback to the team concerned for review. ^HD

AmazonHelp reply 7: @200858 I understand your concern. We've forwarded your feedback for review. Appreciate your understanding. ^HD

AmazonHelp reply 8: @200858 We cannot re-instate canceled orders. I'm afraid, we'll not be able to provide any additional insight in this matter. ^HD

AmazonHelp reply 9: @207363 Keep you fingers crossed. 🤞🤞 ^HA

AmazonHelp reply 10: @200858 Please don't provide your order details,we consider it to be personal information. Our page is visible to the public.2/2^AH",I5,Escalate,Repeated order cancellations with a disputed price difference.
9147,"Customer message 1: @115850 order ID ending with 5148337, I paid ur delivery guy 1000 Rs for a 690 Rs order, asked him to add 310 to wallet, Y s it not done?

Customer message 2: @115850 Under the same order ID another product of 617 was delivered, paid 700 asked to add the balance to the wallet, same thing, not added

Customer message 3: @AmazonHelp Solved, Thank You","AmazonHelp reply 1: @117638 here: https://t.co/GIJyeYqKE0 and I'll get back. (2/2) ^KA

AmazonHelp reply 2: @117638 Sorry to know about the payment issue. I'd like to have a closer look at the issue. Please share your details (1/2) ^KA

AmazonHelp reply 3: @117638 Thank you for providing the details. We are working on it and we'll get back to you soon. ^SY

AmazonHelp reply 4: @117638 You're welcome. Do keep us posted for any further assistance. ^MK",I6,Auto-handle,"Routine payment balance issue, already resolved."
240092,Customer message 1: @173027 it's been days since i pre-ordered my i8+ from @115850 but there isn't any update on shipping yet. Pls look and escalate,"AmazonHelp reply 1: @173026 Hi, orders are shipped keeping the estimates in mind. Could you let us know if we've missed the estimated delivery date?  ^AK",I1,Auto-handle,Pre-order shipping update is missing.
2752062,"Customer message 1: If you do not live in an area with @117795 be thankful. It's a headache!!!!!

Customer message 2: @AmazonHelp Months of drivers not following delivery instructions. Every time, I've placed an order, a driver will call Amazon saying the callbox in my bldg is broken (it never is) or can't find the callbox or mark the order as undeliverable w/out calling me or Amazon to reach out to me.

Customer message 3: @AmazonHelp I've received credits in the past because of the poor service. One representative, when she called the delivery center in Dallas reported the driver as rude to his supervisor. Another driver talked over me one time when I was trying to explain how to use the callbox.

Customer message 4: @AmazonHelp Another time, a driver claimed there was no callbox on the building (he was not at the right address). Another time, a driver entered the wrong building to attempt delivery (at a completely different address).

Customer message 5: @AmazonHelp Tonight, the delivery was marked as being unable to be delivered--I received no phone call from the Amazon # in Washington or any call from the driver using the callbox.

Customer message 6: @AmazonHelp I even changed the delivery instructions on my account based on one delivery driver reporting that drivers just drive around the buildings looking for callbox, and if they don't find the callbox, they mark the item unable to be delivered and move to the next order.

Customer message 7: @AmazonHelp I cannot be the only person in #dallas who experiences these issues. I suspect there are hundreds, if not thousands of people who use #amazonprime #prime and have these experiences.

Customer message 8: @AmazonHelp Thank you. A final comment online: I do not want a credit to try the service again. I'd like a genuine fix to the problem with #dallas delivery drivers your company contracts out to. Whatever system, training or tools they are using, it's not working (at least for me).","AmazonHelp reply 1: @770457 I'm sorry for the experience you've had. Can you tell us more about what's going on without posting account or order details? ^DO

AmazonHelp reply 2: @770457 We'd like to have a closer look into this with you. When you have a moment, please send more details about this order here: https://t.co/mrLwNyVr3J ^CL",I1,Escalate,Repeated delivery failures and the customer wants a real fix.
2964006,"Customer message 1: Really starting to hate @115821 their customer support people aren't good

Customer message 2: @AmazonHelp I'm unable to have items shipped to my address anymore and I have no idea why started having this issue a few months ago

Customer message 3: @AmazonHelp And I was told my billing address was wrong. I go online and check... nope it's correct https://t.co/4a6OSp7pae

Customer message 4: @AmazonHelp  https://t.co/78hSCkGawe

Customer message 5: @AmazonHelp Even when I put my physical address instead of my po box it still won't work

Customer message 6: @AmazonHelp Thank you for your help. Whatever @115821 is paying you they need to double it","AmazonHelp reply 1: @817826 So sorry for the poor experience! We would like to help in any way possible! Without sharing any personal account information, can you please explain a bit further? ^LS

AmazonHelp reply 2: @817826 Are you receiving an error message when you try to place an order? What information was provided when you spoke with us? ^RA

AmazonHelp reply 3: @817826 There are certain restrictions on where items can be shipped to. To learn more check here: https://t.co/RsPcDKBsxL ^BA

AmazonHelp reply 4: @817826 I'm sorry for any inconvenience! These restrictions can be related to local/state laws and statutes, as well as hazmat materials, large and oddly shaped items or Amazon policy.  ^GM

AmazonHelp reply 5: @817826 Glad we were able to. If you have any further questions let us know! ^MI",I8,Auto-handle,General ordering/address issue.
1676621,"Customer message 1: @AmazonHelp 1/2 but I got mixed response. Delivery guy saying he is not able to scan the bar code on the product. I totally fade up

Customer message 2: @AmazonHelp I already reported several times to customer i got muxed response from them

Customer message 3: @AmazonHelp I filled the form

Customer message 4: @AmazonHelp I m not sure  product will be delivered today or not. Let see what is going to happen your agent will come with same old story or new story

Customer message 5: @AmazonHelp @115850 may i know what is the status

Customer message 6: @AmazonHelp @115850 #amazon I can decide you guys are not willing to delivery the my product

Customer message 7: @AmazonHelp @115850 @115851 it is almost been week since they committed to delivery the product but he did not happen. Giving fake reasons. 1/1

Customer message 8: @AmazonHelp I already replied several times no use, you guys are just wasting my time.cuatomer care also just spending the time and telling liies.

Customer message 9: @AmazonHelp I replied again mail that mail. Please update the mail you guys going to reslove the issue or not, #AmazonGreatIndianFestival

Customer message 10: @AmazonHelp Can I get an update ? @115850  #AmazonGreatIndianFestival

Customer message 11: @AmazonHelp Every one is working on it but no response from your side, just apologies

Customer message 12: @AmazonHelp Finally i recived  the product, Thanks for your help","AmazonHelp reply 1: @204455 That's strange! May I know if you reported this to our support team here: https://t.co/vlvfJr4nN9? ^BS

AmazonHelp reply 2: @204455 Apologies. I’d like to help you; please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon.^PJ

AmazonHelp reply 3: @204455 Thank you for writing back to us. We will get in touch with you soon. ^BV

AmazonHelp reply 4: @204455 We'll work on it and resolve your issue at the earliest. Please wait. ^NR

AmazonHelp reply 5: @204455 We have sent a correspondence to your registered email id here: https://t.co/fYrzNInVt2. Request you to check.  ^SB

AmazonHelp reply 6: @204455 I'm sorry your order hasn't been delivered yet. Kindly reply to the email received from us and we shall get back to you on this. ^SH

AmazonHelp reply 7: @204455 We want to help you, hence you need to reply to the email which is sent by our team, so we could get in touch for assistance. ^RS

AmazonHelp reply 8: @204455 Thank you for replying to the email, Bhaskara. We'll get back to you with an update soon. ^AP

AmazonHelp reply 9: @204455 Apologies for the stretch. We are working on it. We will respond to the same at the earliest. ^SB

AmazonHelp reply 10: @204455 As you've responded to our email, we'll work on it and get back to you as soon as possible. ^HN",I1,Auto-handle,Delivery delay was resolved.
1756485,"Customer message 1: @AmazonHelp is there an issue with Amazon video today as I can't access it thanks

Customer message 2: @AmazonHelp Blu Ray dvd

Customer message 3: @AmazonHelp It’s a Sony and it gives me the message that the service cannot be accessed at this time","AmazonHelp reply 1: @528895 Hello, Ian! Could you let us know what platform you are attempting to watch Amazon Video on? ^MW

AmazonHelp reply 2: @528895 Thanks! Can you be more specific as to what brand of Blu-ray player you're using &amp; what steps have been taken to resolve? ^TM",I8,Auto-handle,Routine Amazon Video access issue.
2064364,"Customer message 1: @115850 @AmazonHelp 
My subscription of amazon prime is going to end soon, so i thought not to renew it
As the services r not good lately

Customer message 2: @AmazonHelp My registered mobile number is 9820525646

Customer message 3: @AmazonHelp I have returned sofa on 31th oct (date of return picked-up). distance of my address and seller (warehouse) is not more than 50 km

Customer message 4: @AmazonHelp Still even after 8 days it stating returning to seller (even a snail can walk and complete 50km in 8 days) God help Amazon transportation

Customer message 5: @AmazonHelp And the best part is your customer service

False commitment that we have initiated a refund (3/4 days back when i last ask for update)

Customer message 6: @AmazonHelp And when today i called for update on my refund status , CS person told me that no refund has been processed, kindly wait for 2/3 day for up

Customer message 7: @AmazonHelp  https://t.co/PqNv9QrRi6

Customer message 8: @AmazonHelp What the use of secure link if nothing reply to that,
Last week I send my details for status but till now no update on that secure link msg

Customer message 9: @AmazonHelp Here it's screenshot of last secure link dated way back 25th October.

I think it's take a year to resolve a problem https://t.co/vRWMOdbEVk

Customer message 10: @AmazonHelp Till now not received any email from Amazon

Customer message 11: @AmazonHelp  https://t.co/xrxPaqrMBA

Customer message 12: @AmazonHelp  https://t.co/p3YBJEBhLQ

Customer message 13: @AmazonHelp Plz do give me reply in link

Customer message 14: @AmazonHelp You can give either in regular reply or call me and give information
My cellphone no. is 9820525646

Customer message 15: @AmazonHelp I don't have any problem giving me personal details
What important is you resolve my problem ASAP

Customer message 16: @AmazonHelp Concentrate on what is important 
Your solution or my personal details (which i m ready to give without any doubt)

Customer message 17: @AmazonHelp By this time
One thing is sure
You don't want to help just want to waste my time 
You don't have anything to say so you ask us mail you

Customer message 18: @AmazonHelp HahahahAhahah
Joke of the Century
Appreciate your understanding
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂","AmazonHelp reply 1: @404003 I understand you are upset with our services. Could you please let us know if you have any unaddressed concerns. ^VH

AmazonHelp reply 2: @404003 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB

AmazonHelp reply 3: @404003 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2^SC

AmazonHelp reply 4: @404003 As informed earlier, please drop your details in the secure link provided earlier. 1/2 ^SC

AmazonHelp reply 5: @404003 We have emailed you here: https://t.co/sLjG2SRDVj Kindly check and write back to it for further assistance. ^SY

AmazonHelp reply 6: @404003 Did you happen to check our correspondence here: https://t.co/s66YXtWjTc ? ^JS

AmazonHelp reply 7: @404003 We would certainly want to help you, please reply to the email from us and we'll get back with an update soon. (1/2)^BS

AmazonHelp reply 8: @404003 Please don’t provide account details as we consider them to be personal info. Our Twitter page is visible to public. (2/2)^BS

AmazonHelp reply 9: @404003 As informed earlier, request you to please respond to the email you've received from social media team and we'll help you. ^SU

AmazonHelp reply 10: @404003 Please respond to the email we've sent and we'll reach out to you soon. Appreciate your understanding. (2/2) ^AS

AmazonHelp reply 11: @404003 I get you're upset with us. However, we won't be able to access your account over Twitter. (1/2) ^AS",I3,Escalate,Refund is unresolved after repeated follow-ups.
387142,"Customer message 1: We thank our customers for bringing the contest winner issue to our notice. Here’s the winner for #SpotThePhones contest. https://t.co/Yg9agvE1gU

Customer message 2: @115850 When will you announce guess the phone contest..

Customer message 3: @115850 Please
Share the link where we can find all old app quiz  contest winner without going through @AmazonHelp.. thanx
(Don't blame my English)

Customer message 4: @115850 Frst learn hw to serve customers n nt to frustrate them

Customer message 5: @115850 This is what Amazon is selling during the sales flushing out old product and no replacement , FYI order no.408-4152105-4030724 https://t.co/bI6xYDJLNe

Customer message 6: @115850 I still can't​ believe this !! Is this​ really true ?? @115850 @AmazonHelp This is absolutely a dream !! https://t.co/vcnhAHONHj

Customer message 7: @AmazonHelp Is this the only solution do you have?

Customer message 8: @115850 You also did not declared the winners of motog5 plus and Samsung note 8

Customer message 9: @AmazonHelp Hi Team any update? I have already provided the asked details

Customer message 10: @AmazonHelp Where should I check. I don’t see any new email?

Customer message 11: @AmazonHelp I don't  understand the response which you have provided,  I want a replacement of the faulty product, which you guys have provided.

Customer message 12: @AmazonHelp I am following up from yesterday and but i am not getting any hope of resolution, ur customer case worst to contact ,

Customer message 13: @AmazonHelp Already shared my details but still waiting for any fruitful response,

Customer message 14: @AmazonHelp I have submitted the information again, Plz into the issue

Customer message 15: @AmazonHelp  can you plz confirm when can I expect the resolution?

Customer message 16: @AmazonHelp one of the worst experience I am having with Amazon no one looks to care about customer.

Customer message 17: @AmazonHelp there is no useful information in that email I just want replacement product not refund.

Customer message 18: @AmazonHelp communication which you have sent didn't address the issue

Customer message 19: @AmazonHelp have already responded back to your email and the response which I have received didn't try to solve the issue","AmazonHelp reply 1: @170979 The winner will be announced on our Twitter page soon. Stay tuned ^JC

AmazonHelp reply 2: @18537 You may find the recent contest results here: https://t.co/ICRkX2fNTQ. ^MM

AmazonHelp reply 3: @179073 We've responded to your query here: https://t.co/TAnHwJo6Ee. ^HA

AmazonHelp reply 4: @210304 Sorry about this experience. We'd like to investigate this further, please share your details here: https://t.co/cQVomR1pWz. ^HA

AmazonHelp reply 5: @210304 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^HA

AmazonHelp reply 6: @210540 Yes it is true! Congratulations on winning the contest!! ^SQ

AmazonHelp reply 7: @210304 We'll need your details through the link shared earlier, to take a closer look into your concern and help. ^MA

AmazonHelp reply 8: @213597 The results are announced, you will be able to find all the contest winners list here: https://t.co/ICRkX2fNTQ. ^SQ

AmazonHelp reply 9: @210304 Thank you for the update. We've sent you a correspondence. Kindly check and revert. ^ST

AmazonHelp reply 10: @210304 Kindly check for any latest correspondence from our side here: https://t.co/NTkrxpsbHJ. ^AB

AmazonHelp reply 11: @210304 I'm sorry about the product you have received. Let us look into it. (1/2)^HR

AmazonHelp reply 12: @210304 Please share your details from the link here: https://t.co/VNUITkunAc and we will assist you accordingly. (2/2)^HR

AmazonHelp reply 13: @210304 Kindly revert to the correspondence received from our team and we'll reach out to you. ^SA

AmazonHelp reply 14: @210304 We've not received your details yet. Kindly fill in the details using the link again. We'll get back to you soon. ^AP

AmazonHelp reply 15: @210304 Thank you for the letting us know. We've received your details. Our team whole has swung into action to get this resolved.^RS

AmazonHelp reply 16: @210304 Our team is currently working on it, Arvind. We will surely get back to you with an update soon. Request you to wait. ^NK

AmazonHelp reply 17: @210304 We have sent you an email correspondence for it and actively working on it. You can check here: https://t.co/oI0MypIryn ^RW

AmazonHelp reply 18: @210304 This being a social platform we can not access your account details. (1/2)^SF

AmazonHelp reply 19: @210304 I request you to please respond to the emails sent to you and we will revert back. (2/2)^SF

AmazonHelp reply 20: @210304 stock with the same seller then we'll only be able to issue the refund. 2/2 ^SH

AmazonHelp reply 21: @210304 We'll only be able to create a replacement if the item is in stock with the seller. If the item isn't in 1/2 ^SH",I4,Escalate,Faulty product and replacement still unresolved.
786114,"Customer message 1: @AmazonHelp You people useless @amazonhelp

More than 40 time contacted you Honor 8 pro 2500 cashback still pending

Customer message 2: @AmazonHelp No resolution or cashback added , checked my email, account @115850 fraud no 1","AmazonHelp reply 1: @169215 Sorry for the hassle. Please revert to the email you've from us and we'll check this for you. 1/2^HN

AmazonHelp reply 2: @169215 Apologies for the ordeal. We've sent a correspondence to your registered email ID here: https://t.co/NTkrxpsbHJ. 1/2 ^PS

AmazonHelp reply 3: @169215 Kindly check and revert. 2/2 ^PS

AmazonHelp reply 4: @169215 I apologize for the delay. We've sent a correspondence to your registered email id here: https://t.co/8DAc10S7ww. ^VH",I6,Escalate,Cashback is still missing after repeated attempts.
2913190,"Customer message 1: @115830 so I have just been going through my bank details and have noticed that amazon has been taking money out my account for over a year now, small amounts that I never noticed and it has mounted up to £385.85!!! I am beyond furious with this and want my money back!!",AmazonHelp reply 1: @806450 We'd like to look into this with you but can't see any information or charge on your account with Twitter. Please reach out to us by phone: https://t.co/JzP7hlA23B ^DD,I7,Escalate,"Repeated unexpected withdrawals, possible unauthorized activity."
175349,"Customer message 1: Really frustrating when Amazon's #amzl shipping fails to deliver your order for the 2nd time in a week. Customer service doesn't help either – I don't want another refund, I want the things I've ordered. This is ridiculous @AmazonHelp I've never had an issue with other carriers

Customer message 2: @AmazonHelp By the customer service rep? They said that at this point, it was likely lost by the carrier &amp; that they were issuing a refund. I ordered it 1st on Saturday &amp; was told it was undeliverable. I ordered again on Monday, &amp; it still hasn't come. It should've been here 2 days ago.","AmazonHelp reply 1: @157180 I'm sorry for the frustrating experience, Bekka! When you reached out to us, what additional information was provided?  ^JP

AmazonHelp reply 2: @157180 Please provide your details here: https://t.co/ZsIJ1wjG7k and a member from my team will escalate this to Amazon Logistics for review. Thanks in advance! ^EZ",I1,Escalate,Repeated delivery failures and the customer still needs the item.
1773476,"Customer message 1: @82033 And last week @115850 CSA cut me off mid-chat with no option to even rate the experience. So much for ""Earth's most customer-centric company "".",AmazonHelp reply 1: @243538 Apologies for the unpleasant experience with our support team.Please fill the form: https://t.co/beaaDm0muc &amp; we'll assist you.^SF,I8,Auto-handle,General customer service complaint.
38104,"Customer message 1: @115850 @AmazonHelp Very disappointed with delivery service. I won't any order from #Amazon in future.

Customer message 2: @AmazonHelp Already contacted, they said technical issue error. Why a common person faces such bogus error. I paid delivery charges as per policy.

Customer message 3: @AmazonHelp My order moved to non-delivery city-haryana from correct delivery city-delhi. https://t.co/nTjMJCb8Zg

Customer message 4: @AmazonHelp I reported this over chat support, no estimated time provided, they only apologies for it. I want reimburse of delivery charges.

Customer message 5: @AmazonHelp My concern is When my package arrived in correct city-delhi in first time then why it's moved to wrong non delivery city-haryana. Explain it https://t.co/AlvIWGv7wH

Customer message 6: @AmazonHelp These are only delaying tactics. If I pay prime delivery charges then same package will be delivered within 24 hours without any issues.

Customer message 7: @AmazonHelp -5 out of 5 for delivery service. I didn't pay prime delivery charges that's why it's happening to me.

Customer message 8: @AmazonHelp If my comments improve ur service then must share it..

Customer message 9: @AmazonHelp Sounds good but my review/feedback for delivery services not change &amp; if delivery service not good it's affect ur business.

Customer message 10: @AmazonHelp I hope this will be delivered by today. https://t.co/WrkDxWAj1p","AmazonHelp reply 1: @124276 Did you happen to discuss the delivery issue with our support team?  Do keep us posted. ^CB

AmazonHelp reply 2: @124276 If you've reported this to our team, they'll work on this for you. Kindly wait till the estimates provided and keep us posted. ^VN

AmazonHelp reply 3: @124276 Kindly let us know the estimated delivery mentioned here: https://t.co/pYHdlcj0Ot ^SG

AmazonHelp reply 4: @124276 Please do not worry, the packages move according to the fulfillment center. It will be delivered as per estimates. ^HN

AmazonHelp reply 5: @124276 I get your concern. However, packages are shipped as per estimates. Kindly wait till the same. Appreciate your patience. ^VN

AmazonHelp reply 6: @124276 That shouldn't be the case. All customers are equally valued at Amazon. I'll be sharing your comments internally to work on. ^CB

AmazonHelp reply 7: @124276 Sorry about the disappointment. I'll be sure to forward your feedback internally for a review to provide better services. ^BS

AmazonHelp reply 8: @124276 I get your concern. We'll be sure to work on it. ^SG",I1,Escalate,Delivery problem is unresolved with a disputed delivery charge.
764197,"Customer message 1: @AmazonHelp It seems my Prime membership was randomly cancelled and my account was cleaned out of all activity. What is this?o_0

Customer message 2: @AmazonHelp Have not. This is my old account. All my payment info &amp; address is in there. This happened after the 'Halloween Shop' update.

Customer message 3: @AmazonHelp I see what it was now. I was getting redirected to .com when trying to access .co.uk.

Customer message 4: @AmazonHelp It is now. TYVM","AmazonHelp reply 1: @302632 We're sorry to hear that! Have you recently created a new account under a different e-mail address? ^WM

AmazonHelp reply 2: @302632 Is the issue you had resolved? ^MC

AmazonHelp reply 3: @302632 Ah ok, glad you got your issue sorted. ^KM",I7,Auto-handle,Account access issue caused by site redirection and now resolved.
420260,"Customer message 1: @115850 ye delhi m hi ghumta rahega ya vaha se nikalega bhi???? https://t.co/swbgtkZpD4

Customer message 2: @AmazonHelp dear help while purchasing the product yhe date was 7 oct now it is 18 oct. you dont miss you just push the date

Customer message 3: @AmazonHelp received the material on time thanks for that","AmazonHelp reply 1: @170026 We're sorry for the trouble. However, Orders are delivered as per estimated delivery date assigned by the system.(1/2)^RS

AmazonHelp reply 2: @170026 Kindly request you to wait until the estimated delivery date. Let us know if we've missed it so we could assist.(2/2)^RS

AmazonHelp reply 3: @170026 I'm positive the tracking will be updated and also your order will be delivered by then. (2/2) ^VM

AmazonHelp reply 4: @170026 Tracking shall be soon be updated on the courier's website. Kindly wait until the estimated date, (1/2) ^VM

AmazonHelp reply 5: @170026 We are glad to know that, thank you for keeping us posted. ^AG",I1,Auto-handle,Delivery concern was resolved.
1314594,"Customer message 1: @AmazonHelp I am slightly frustrated with the availed service.please contact me I have an issue.

Customer message 2: @AmazonHelp @AmazonHelp I am slightly frustrated with the availed service.please contact me I have an https://t.co/ErnXF2lDKT number 9020209088","AmazonHelp reply 1: @427120 We'd like to help, however this being a public platform we are unable to arrange a callback for you over Twitter. 1/2 ^AB

AmazonHelp reply 2: @427120 Please feel free to make a request here: https://t.co/2t6DQoUmNZ and our support team will be reaching out. 2/2 ^AB",I8,Escalate,Insufficient information about the issue.
2418475,"Customer message 1: It’s absurd how the customer service at @116090 is. Waited for a week to get my orders and now been transferred from one guy to another on customer support. Wonder what am I supposed to do now

Customer message 2: @AmazonHelp To contact amazon.ca customer service when I was contacting them through the amazon.ca website. They gave me option of replacement or refund

Customer message 3: @AmazonHelp I would prefer a replacement as I need these items before my travel.

Customer message 4: @AmazonHelp How can I keep you posted when I am unable to get in touch with a amazon.ca representative

Customer message 5: @AmazonHelp @116090 I don’t understand what’s going on here?","AmazonHelp reply 1: @694892 I'm sorry for the disappointing customer service experience, Aashish. What options have been provided so far? Please let us know! ^FD

AmazonHelp reply 2: @694892 Thank you for the information! Please keep us posted with this, we want to ensure you are taken care of. We are here for you! ^AL

AmazonHelp reply 3: @694892 Oh no! We'd like to help, Aashish! Could you please give us ore details on the issue? ^HM",I3,Escalate,Replacement/refund issue is unresolved before travel.
105104,"Customer message 1: “The driver is making one delivery before yours” ten seconds later “the driver has had to be re-routed, you will receive your delivery later”. @115830 you’re KILLING me. #boredhousewifeupdates

Customer message 2: @AmazonHelp Now they’ve cancelled the delivery. I ordered next day delivery as I’m on holiday tomorrow and desperately need the item for my baby!

Customer message 3: @AmazonHelp I’ve waited in ALL day 😫

Customer message 4: @AmazonHelp I have done. Apparently they’re emailing the driver, but I fail to see how that would get my delivery to arrive.","AmazonHelp reply 1: @139217 Thanks for letting us know. Deliveries can be made until 21:00. If you don't receive it then, contact us here: https://t.co/JzP7hlA23B ^LI

AmazonHelp reply 2: @139217 I completely understand your concern! We'd like to take a closer look into this with you. Please reach out to us here: https://t.co/JzP7hlA23B so we can investigate! ^VB",I1,Escalate,Urgent delivery failed after repeated support attempts.
