conversation_id,customer_issue_text,final_resolution_text
276132,"Sooo @AmazonHelp I pre ordered my SNES Classic a week ago, any updates on when I might be getting it?",@181967 You can check updates to the order here: https://t.co/Y5jpI9gRhE What date for delivery is it advising? ^PK
276105,@AmazonHelp why would amazon gift card (balance zero) suddenly appear on my payments methods page? I’ve never had a gift card!,"@181961 Hi, your gift card balance will be displayed as a payment method, even if you've never added gift credit to your account^TP"
276512,"the Echo &amp; Alexa line up is amazing, thanx for getting it to India, the dot variant will be a hit among students.
@115851 @115850",@182062 Thank you for the feedback. We try our best to make you guys happy! Hope this lasts for a lifetime. ^AP
274870,@AmazonHelp Ordr nt delivered or updated for last one week. Even support response was generic. I sent another email today and it's out for delivery now.,@181667 I request you to kindly wait till the time and I'm positive that the order would be delivered. 2/2 ^SB
276477,"@AmazonHelp Yes it is. It says it is with the courier but was delayed last week for ""external reasons"" and still no delivery!",@182052 We do not have access to your account on Twitter. Please contact us here via chat/phone:  https://t.co/JzP7hlA23B ^CR
277571,@AmazonHelp Can you tell me right now where is my package I will go there and pick my self i dont believe any more on amazon.,@182306 Drop in your details in the above link shared &amp; we'll help you with your concern. 2/2 ^MJ
277568,@115850 waiting for order since yesterday @14046 said courier team will contact you ! Where is the parcel ?,"@182305 We apologies for the late delivery, kindly contact us here https://t.co/00q4Sqj9zL and we'll look into it. ^RD"
234785,@AmazonHelp Il est de 60 c à une minute pour appeler. Je pars aujourd'hui et demain. Mais je m'attends à ce que la société de livraison ne réessaye pas,"@171906 Ne vous inquiétez pas, je vais tout de suite signaler la situation au département en charge des transporteurs. ^AR"
277852,@AmazonHelp Yes we have,@159118 A correspondence will be sent to your registered email account if you have filled in your details via secured link. 1/2 ^MJ
277834,I bought a stand mixer/food processor from @116316 warehouse &amp; one of the blades is bloody :)))))))))))) happy friday,@182356 We would like to have a look into your order. Please provide your details: https://t.co/cf8xqzj2UV Kind regards ^TR
278659,"@115850 @AmazonHelp 
Products which you sell on discount are basically outdated. My issue is not yet solved. Poor Customer service.",@182456 Sorry to hear the issue is not resolved. Please drop in your details here: https://t.co/GIJyeYqKE0 &amp; we'll have a closer look. ^BS
279013,@115821 order October 4th.  3- 7 delivery time frame. It’s expected here October 14th by 8pm. That’s 7 business days and a sat delivery.,@182544 Hi Travis. Was the item sold via Amazon or a seller directly? What delivery option did you choose? ^TP
279010,"@AmazonHelp very disappointed: it takes a week to ""prepare"" the items for shipment (which is an ongoing issue) but then won't let me cancel!",@182543 Sorry to hear this. Have you tried canceling it here?: https://t.co/Y5jpI9gRhE ^PK
275864,@AmazonHelp That page says item is not eligible for return! @115850 @115850 https://t.co/xw5jw6duTi,@181902 I apologize for the trouble. Kindly reach out to our support team in the link provided earlier and we'll look into it. ^EM
279187,"@115821 - two thumbs down. I wait almost a week for a shipment only for it to be delayed again then, their explanation was a glitch.","@182577 Hi, sorry to hear that. Have you been given a new delivery date? ^JJ"
279477,"@121284 Alexa, I'm still waiting for the invitation ?","@182614 demand, we send limited number of invites each week. Keep an eye on your inbox. 2/2 ^SH"
253964,@AmazonHelp Where is my order ?,@176370 We've sent you a correspondence to your registered email address. Kindly do check and revert for any further concerns. ^EM
280211,@115821 it’s a bed for the murder apartment so i need it ASAP,"@182782 Hi, we always aim to deliver by the date started during checkout. Is your order fulfilled by Amazon? ^JJ"
279725,@115850 @AmazonHelp @120697 I wont stop tweeting till the time I do not get my product and I also want the supervisor to write an apology email @AmazonHelp @115850,@178550 I'm understand how frustrating this is and I'm sorry about this. Please revert our email for further updates and queries. ^HA
236602,"@AmazonHelp I spoke to one of your representatives on the call and he was of absolutely no help.
Now what?",@172349 to experience. I've forwarded your feedback to the concerned department (2/3) ^VM
279665,@AmazonHelp Already made call to customer care but was of no help. Gonna think twice before shopping with Amazon and would not recommend it to others.,@182666 I'd like to look into the issue and get the package delivered as soon as possible. Kindly provide your 1/2 ^SH
280706,@115830 absolutely terrible service from sellar central,"@182871 Hi, sorry to hear that. Can you tell us a bit more about the issue without sharing any personal or account info? ^JJ"
281022,A friend has received defective #OnePlus5 &amp; @115850 are refusing to replace it. Is this the level of service we should expect? 1/2,"@182959 Sorry to know a defective item was delivered, we certainly did not expect this to happen. 1/2 ^PS"
279914,@AmazonHelp Address in courier facility is there any use to pay prime if u guys are delaying orders,@182718 I'm sorry your order hasn't been delivered by estimated date. Please fill your details here: https://t.co/tPxjSae9VT 1/2 ^SH
279673,@AmazonHelp I really can't be bothered to go in to it all again plus Twitter is limited to 140 so not enough space. Feel free to call me if you like.,@182668 We would not have access to your account to reach out to you. Perhaps DM us so we may look into this. ^CR
275495,@AmazonHelp Well it is already out there. Why am I filling this form? i don’t see any point if the feedback is going back to amazon.in. Already sent thm,@181810 We'll not be able to access your details via Twitter. Kindly share the asked details via the above link. ^SG
280925,@115850 where is my pt,@182938 Could you please let us know if we've missed the estimated date of delivery?
281012,@AmazonHelp Amazon help line says keep waiting,@182958 Did our customer service offer any replacement options? ^PK
281206,@AmazonHelp i bought motog5s plus frm ur site and i found some prob bt now ur CSE are not attending my call.,@183004 Apologies for the unpleasant experience. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll contact you. ^GS
281412,"(2) @AmazonHelp worst customer service, evn after 15 days, no resolution. my loyalty shattered. i demand attention to my cause.",@183047 Please don’t provide your order details as we consider them to be personal info. Our page is visible to public. ^RB 2/2
281364,Ordered Echo Dot. Asked another invite for Echo :P. Can't wait till Nov. Bring it fast please @115850 :),"@183037 I don't have additional information as to how our selection process works, or when this device will be available (2/3) ^VM"
281427,"@AmazonHelp I've been rung about 15 times today. I didn't contact CS. I have now spoken to someone and the calls have stopped, thankfully. Thank you.",@183051 Thanks for the update. Let us know if it ever happens again. ^BM
281398,@AmazonHelp No I initiated stop and return request at the time of cancellation your CC said Amazon pay balance will update in 24 hours,"@183044 I'm sorry for the hassle, Shravan. Please provide your details here: https://t.co/GIJyeYqKE0. We will look into it. ^SB"
232455,@AmazonHelp Y do u wnt n iritated cust to go through ur irritating call menus ?,@171269 Sorry for the inconvenience. I have taken your feedback and forwarded it to the concerned team internally. ^GU
281612,"@AmazonHelp hey so the Her album I preordered has been on ""shipping soon"" for 3 days...what's the hold up??","@183097 Hi, sorry to hear that. What was the original estimated delivery date of the order? ^JJ"
281390,"@AmazonHelp No. I only put in the initial order an hour ago. They were quick to respond the first time, but now have not replied for about 15 minutes.",@183043 Ah okay- Has the order been marked as shipped? ^NV
281922,"@115850 jst hd my worst experience EVER! order no 403-4518222-1255514 ,amazon shows wrongly delivered,called customer service 10 times (1)","@183047 Please don’t provide the order details, we consider it to be personal info. Our Twitter page is visible to public. 2/2 ^MA"
282227,@115850 @AmazonHelp What I ordered and what I received. 1 bottle is missing. Please check. Disappointing! https://t.co/abWpaBOOeW,@183228 Please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. ^YP
279984,@AmazonHelp Sir redmi 4 मोबाइल heating problem 10 day charger also tempreauture 65+  when i will taken in my poket this same problem automatic heating.,"@182731 Sorry about the hassles, please report this to our support team here: https://t.co/HQhpS2qeEd and we'll check this out. ^MS"
283126,@AmazonHelp Why do you have guaranteed delivery time but the fail to deliver,"@183454 I'm sorry we've missed a delivery date, Andrew! When was the order originally supposed to arrive? ^LB"
283578,I wonder if @115821 will actually ship my 8700K any time soon.,"@183552 Hi, what's the estimated delivery date for your order? ^JJ"
281959,"@AmazonHelp Unfortunately, I didn’t receive the message I’m waiting for along time",@183170 Apologies - please reach out via this link : https://t.co/zYVX1Qi29G We will be happy to escalate your concern further. ^TP
283495,VERY POOR packaging @AmazonHelp - Bought a present only to have it delivered with packaging tape and delivery label ON THE item. Not happy! https://t.co/yXvEDyJpWW,"@183535 Hi there- You can select to have additional packaging on your orders, explains further here: https://t.co/u71ACh7ri6 ^NV"
282207,@AmazonHelp Ya but there's no option for the issue I'm facing. I've told you what the issue is. I don't think I need to do more than this.,@183225 order question or issue' and then choose from email/chat/phone to connect with our support team. Do keep us posted. 2/2^KA
284389,Parcel arrived from @115821 and it’s smashed. Do you not use a delivery service that handles a clearly labelled FRAGILE parcel with care?,"@183736 I'm so sorry your item arrived damaged, Chloe! You can explore replacement options here: https://t.co/aaDyEz1VgE ^LB"
284359,@AmazonHelp was expecting a delivery to Paris. didn't arrive. Delivery person was rude and not user friendly. It did not arrive. What to do?,@183728 I'm sorry for the delivery trouble. Was your order placed on https://t.co/hSs9w8Xq15 or one of our international sites? ^RA
284053,"@AmazonHelp in his words he ""cannot able to send you confirmations saar"". He would not let me speak to superiors, nor would he send me a confirmation.",@183649 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB
284861,Wat do u mean @AmazonHelp  where did we go wrong. You provide such a pathetic service and can't u read my tweets? Read my tweets https://t.co/mJbVsQkx3A,@178550 I beg your pardon. We're following up on your concern. We'll update you soon. ^SG
284825,@AmazonHelp hi  i pay 130 $ for prime membership by mistake can you help meeee ?,"@183851 Oh no! We'd love to help, but first can you please let us know which domain charged you (.ca, .com, .in, ect)? ^JD"
285165,"@119625 

Please include Indian TV channels too....",@183938 I'll surely take this as a feedback and forward it internally. I hope this attracts many more people to Prime Videos. ^GD
285041,The most unsatisfactory thing that you can expect from the #1 Rank in Customer Satisfaction @115850 @14389 @AmazonHelp https://t.co/V8isesicgF,"@183916 I'm sorry about the hassle. Please share your details here: https://t.co/GIJyeYqKE0, and we'll reach out to you soon. ^MA"
285596,As i stated i want apology letter delivered to my address from the supervisor Ajay Desai and delivery services team. @AmazonHelp @115850,@178550 We'll update you as soon as possible Shalini. ^HN
285651,@184045 @115850 Can you top this? For an SD card. 😂😂😂😂 https://t.co/4URjlkxEHN,@184208 You may share your feedback on the packaging here :https://t.co/BOC2qI06T6. We will look into it. ^SB
286292,@115850 @AmazonHelp I haven't received my order of oneplus5 despite of being prime member why should I pay extra for this membership,"@184202 I'm sorry, we ship the packages to meet the estimates provided while placing the order. Did we happen to miss it? ^VN"
286261,@119625 Any update on Cast to TV on Amazon Prime Video for Android ?,"@184198 Hi, casting isn't available at the moment. However, we've already raised the feedback. ^HN"
286835,@AmazonHelp That this would be sent to number 13 but you tried my door again and of course I'm not there!!!,@172346 We'd like to have a specialist look at this for you. Please provide the details here: https://t.co/SuhFiz9mVZ ^TR
286332,"@AmazonHelp Understood, but the building is closed for the day so there won't be anybody to deliver to!",@184213 We'd like to look into available options with you. Please reach us via phone/chat here: https://t.co/JzP7hlA23B ^KP
287428,"@116316 hi, how do you get your package from a DHL box? No help on website... So hi",@184496 Did you order it to the DHL box? ^AN
285535,@AmazonHelp Nope 😩,@184025 We want to help! Please contact in one more time so we can check this out &amp; view available options: https://t.co/EKXRLsnxJu ^GL
285517,@AmazonHelp It’s saying it’s undeliverable,"@171997 Hmm, that is odd! We're unable to access account info via Twitter. Please reach out to us here: https://t.co/JzP7hlA23B ^AL"
287392,"@184482 Pissed. I love old, used books but when I buy them NEW, I expect NEW condition @115821. https://t.co/UUD46NHosy",@184481 I'm sorry that isn't in the condition you expected! You can start a return by visiting us here: https://t.co/rVlAU1IM46 ^TK
288283,Yo @115821 y’all have been letting me down lately with the service... I ordered a poster and y’all just balled it up and threw it on truck,@184670 I'm sorry to hear about this. Have you had a chance to view return / replacement options here: https://t.co/q4LAMZ3tbE? ^GR
287913,@AmazonHelp I placed an order on Amazon.FR for a Nintendo SNES.  An attempt was made to deliver it yesterday but my office never recieved it.,@184613 What does the tracking of your package on the carrier's website say ? Did you contact our CS ? ^ KO
289011,@115821 get your act together. https://t.co/ZACXKiBHAa,@184866 We're always looking to improve! Please send us packaging feedback here: https://t.co/TH7UAFZey5 ^GR
283990,@AmazonHelp Seems like you don't. You folks gave me a wrong Amazon Agent number. And I'm reporting it.,@183640 May I know if you have reported this to our support team using the link provided earlier? ^SK
290403,@115821 Either go back to two day shipping or lower the price of the Prime membership.,@185173 Some items need more time to process before they ship. Info on delivery date calculations here: https://t.co/Jfc4mKUQNA ^GL
281601,@AmazonHelp I already contacted your customer service many times within few minutesreceiving the product.they simply  electronic product cant be return,@183095 Sorry about the unpleasant experience. I would like to work on the issue right away. 1/2 ^OS
283537,@AmazonHelp Getting no reply still from them,@183546 Kindly share the details as asked here: https://t.co/8pqLTA0qAh ^SG
291749,@AmazonHelp I hv ordered one item by using amazon pay balance. But i didn't get cash back 15% of the money. Plz help.,@158512 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
292357,@115850  seriously disappointed in your services,@185627 That's quite a remark. Were any of your issues left unaddressed? Do let us know and we'll be glad to help you. ^SQ
292327,"@115850 dis is da mst idiotic servc ever, u liar promsd me to delvr da prdct tdy, bt u idiots did nt kept on ur wrds #PatheticAmazon",@170762 We're sorry for the delay in the delivery of the order. Please contact us here: https://t.co/vlvfJr4nN9 and we'll help you ^ZH
292903,Hey @AmazonHelp - a seller is refusing to post a denied-return back to me unless I send them money to cover the cost of postage. How do I do that via https://t.co/o8VZEOSVo9 ? Is that allowed?,"@185753 Hello! Since this answer requires account access, which we do not have, please contact us here: https://t.co/J5cVftJLZO ^TM"
292888,@12339 This is recent email from Amazon in which they assured me to cancel this shipment ASAP https://t.co/qCUEo7QozU,@185752 Please don’t provide your order details as we consider them to be personal info. Our page is visible to public. ^RB 2/2
292868,@AmazonHelp I’ve been sent the wrong item. Help?,"@185748 I'm so sorry you received the wrong item, Jack! Please find the avail refund/replace options here: https://t.co/kzE9L3VYYr ^WJ"
292862,"@AmazonHelp ORDER # 405-1384019-2702766, This Order no after 2nd of October,17. No Tracking details online, Kindly rectify me","@185746 Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. ^NR 3/3"
292845,"@115850 , hello! I would like 2 rate 1 f ur customer care executive 4 hr exemplary &amp; honest service 2 me. How 2 do ?",@177034 Please share your feedback with us and we'll forward the feedback to the concerned team. ^ZH
292841,@117093 disappoints again. Received text that groceries were delivered but they weren’t (prob wrong house). And they can’t re-deliver 😩,"@185740 Oh no, Annabelle! I'm sorry your Fresh order didn't arrive! Have you contacted us to see what options were available? ^FR"
292839,"@AmazonHelp hi my gf ordered me this game (new sold by amazon) and it arrived with no plastic covering, is that normal for this game? https://t.co/tWGK3amn8Q","@125734 Hi there! Normally new games do come wrapped. If you want a return, we can help you out here: https://t.co/mOUYw7mWBf ^JD"
293739,"#AmazonIndia
Received damaged product and now nobody is coming to pick up the item. They say I am no reachable while whole world is able to.",@185983 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
294354,@115830 you do like to send the most ridiculous sized boxes but you've made Dexter happy #amazon #cats #boxesarefun https://t.co/OqWenbnHYV,"@186099 How precious! ❤️ Please share your packaging feedback with us here: https://t.co/fxgZ6hTrFA, to help us improve. ^WJ"
294352,somehow been conned into signing up for amazon prime AGAIN wtf how did this happen :(,"@186098 If no benefits have been used, canceling will issue a full refund! You can cancel here: https://t.co/1lUlsMaMNW ^KJ"
292880,"@AmazonHelp I'm in Argentina, I don't have that country as an option. 🙁 any other way?",@176627 I can send you a phone number via DM. Write us a DM and ask for the phone number of the Amazon.de customer service. ^MI https://t.co/1XyLaGkcaN
293774,@AmazonHelp How would you even decide how the condition is without proper inspection,@185990 The list of used products accepted under the Exchange Offer program and their prices is dependent on our buyback (1/3)^SQ
295383,@115850 McAffe antivirus shows some prices at listing and final checkout. PL help. @AmazonHelp #AmazonIndia https://t.co/lkXA02zyX3,@186351 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
295275,"@AmazonHelp pop vinyls arrived today...damaged. It's always happening, no protection around them. Refund started, joke of a company.","@186334 I'm very sorry your items arrived damaged, Shane! You can leave packaging feedback here: https://t.co/C0YVOMUiAs ^LB"
295359,"@AmazonHelp Absolutely yes, have been doing so religiously since yesterday",@182459 You might've received a correspondence to your registered email id. Please check the same for more information. ^ZH
295819,Hey @119625 director's cut or theatre cut ?? https://t.co/lrKH9GJEe5,@186452 That you will come to know once the movie is available😉 Stay tuned! ^ZH
295793,"@115821 @119038 I’ve wanted a @119038 hoodie for years and finally got a chance, and @115821 loses it. Frustrating, doubt I’ll even try to order another one","@186447 I'm sorry to hear this! Have you spoken to us directly? If so, were we able to provide you options or insight? Let us know! ^KN"
296408,Yet another #Amazon #driver smashes into this #hydrant that was recently repaired. #NotADemolitionDerby  #badamazondrivers #retest 9 https://t.co/cLafm5uALV,@186594 We'd like to take a closer look at this. Please provide detailed info on the incident here: https://t.co/bezc2Tp8q8 ^KP
286823,"@AmazonHelp re-installation didn't help. got in touch with chat &amp; was told it may be a hardware issue. in spite of that, you guys are great.","@179251 I'm glad we were able to get some answers for you! If this continues to persist or you have other issues, please let us know! ^HC"
296772,Déçue par @120533 une livraison rapide non respectée pour un anniversaire... Après les jeux en langues étrangères ça commence à faire bcp!,"@186695 Bonsoir , je suis désolée d'apprendre cela .
Quel est le transporteur qui prend en charge votre livraison je vous prie ? ^BR"
235187,@AmazonHelp Now i m going to police station and registration complain of cheat with me 😡,"@172009 Please don’t provide the order details, we consider it to be personal info. Our Twitter page is visible to public. 2/2 ^MA"
298474,"so @AmazonHelp u just mailed me to say u attempted del. I saw the driver arrive,search van for 10 min then drive off attempted nothing",@187117 I'm sorry for the trouble! We'd like to hear more on this issue. Please reach out to us here: https://t.co/JzP7hlA23B ^VB
298454,@115821 @147807 so I bought 2 pairs of glasses order no: 112-2503898-5269029. I tracked items ..says delivered but I don't have them,@187114 I'm sorry you haven't received your glasses. Please try these steps: https://t.co/uHpe8i6OXJ ^RA
298437,@AmazonHelp how much gigabytes cloud storage is being provided with amazon drive services for prime customers?,"@187109 We can help, Manick! Could you clarify which website you are ordering on? (https://t.co/LhIbDej2Bh.) Let us know! ^VB"
298952,"@115830 hiya, updated my delivery to come faster (from standard to one day but changed my mind and am going for express delivery).  and you've charged me twice - could you just charge me once to upgrade my delivery? it's been 5.99 then again 6.99 :/",@187258 Please give us a ring here: https://t.co/JzP7hlA23B so we can look into this with you as we do not have account access here. ^TR
298997,@115830 You employ drivers who do not attempt delivery. Twice they have LIED. I will loose a contract now due to your incompetence.,"@187265 I'm sorry we haven't gotten your order to you, Dawn! What is the latest tracking shown here: https://t.co/aaDyEz1VgE ^LB"
297420,"@AmazonHelp I only just now started to open it, and I'm thinking I didn't get a new one. No shrink wrap &amp; box is all messed up. I paid for new. https://t.co/0woFSzMB6w",@169608 That's odd! Have you had a chance to checkout available return/replacement options here: https://t.co/a6Zr9jXrVr ^ML
299991,any has kindle bookmark coupons to buy a kindle. please revert. @137341,@187535 You may check the available offers with Kindle here: https://t.co/aTl3yGSzaW ^SG
300502,@AmazonHelp already been on the phone to customer support still fuming with you cancelling my prime membership disgusting behaviour,"@187547 Thanks for confirming. When you spoke to us, what options/information did we provide? ^BH"
299997,@AmazonHelp ‘Preparing for dispatch’ for delivery today....,"@187537 Hmm...Dan, when you look at your order details, does it give you an option to Edit the order? Should be w/the tracking info.^FR"
257130,@AmazonHelp Had no news from him.,@177158 We'd like to get this escalated! Pls provide us your details in full here: https://t.co/m8p86TYFBC. Thanks in advance! ^KJ
301520,"@AmazonHelp Hi, I wanted to sign up for a 7 days free trial, for Prime Video, but i got charged 3 euro, even though it said it was free",@187926 I'm sorry to hear about the charge! Please reach out to us here: https://t.co/JzP7hlA23B for more assistance with this. ^TK
299647,@AmazonHelp How can u tell me in post 12 hours u cant do anything @115851  u r my last hope,"@168220 I get your concern. Unfortunately, resolution provided is the best we can offer. Appreciate your understanding. ^SV"
298989,@AmazonHelp UN-LESSSSS..... you're a bot! https://t.co/6Pw59q6IPJ,@187264 What information/options did we provide you when you contacted us? ^BV
303099,That awkward moment when you realise your copy of the biggest page turner has 49 of the killer revealing pages missing @115821 @188343 https://t.co/FWdarPhISN,@188342 I'm sorry! Please try using this link: https://t.co/JzP7hlA23B. ^EZ
302617,@AmazonHelp do you have the English link cos .com thinks I've not bought anything from you.,@188209 I'm sorry for the incorrect link! Our UK Support can be reached via phone or chat here: https://t.co/JzP7hlA23B ^MV
306179,Anyone else having consistent delivery issues with @115821? Stuff saying delivered but shows up next day? Wrong items being tracked? https://t.co/apyeK4oDEh,@187264 I'm sorry to hear about the delivery troubles! Are you seeing this occur with a specific carrier? We'd like to help! ^KJ
306614,@115821 Spent almost 4 hours trying to resolve an issue on your end. Spent my day on the phone with you when I had plans. https://t.co/WeWUccOnNf,"@189202 I'm sorry for the frustration! Without posting account/order details, what was the initial reason you contacted us? ^AM"
306933,Tried to used a prepaid gift card on @115821 and my account has been locked for four days.@AmazonHelp - Anything you can do? #processfailure,@189283 I'm sorry to hear about your account! Please get in touch with us here: https://t.co/jzvkhdlrK5 for further assistance. ^EZ
306928,"@115850 Acct locked ""for security"", emailed requested info; now get conflicting delivery info but still can't log in so how do I contact??",@189281 Sorry to know about your account. Please reply to the correspondence sent by our specialist team for further assistance. ^SV
307189,@115821 is the #BookofMythicality going to ship today like the app says,@189361 Thanks for contacting us. It isn't uncommon for orders to be shipped closer to the delivery date. Please keep us posted. ^GG
301829,@AmazonHelp Just like the people I spoke to earlier. Pick and choose what you respond to. How do I escalate higher than useless customer service?,"@188012 We'd like to look into this for you. When you have a second, please send us more info about this here: https://t.co/ghMvy5mp18 ^DW"
307933,@AmazonHelp If it's in transit then u shld know where it is. If it wont arrive today (sat) then I need to buy it in a shop so need full refund incl post,@189518 We'd be happy to take a further look into available options with you here: https://t.co/hApLpMlfHN Keep us posted! ^ML
308543,@AmazonHelp somebody needs to look into this! Several people have been screwed out of money by this vendor! https://t.co/sHUJSQxP4B,@189676 This isn't the experience we aim to provide. Have you reached out to us using the link ^EZ provided? ^BH
224560,"@AmazonHelp Amazon team!! Thanks... Yesterday, i recieved my parcel...but i don't know, should i thanks you  or give u suggestion, after this incident!!","@169653 We're glad to know your concern is addressed. Be assured, we've shared your comments internally to improve our services. ^SV"
309208,@AmazonHelp I needed my package by today (that’s why I did two day shipping) and now it’s not here?!,"@189838 Oh no! I'm sorry to hear this, Jaclyn! Just to confirm, what was the delivery date given in your order confirmation email? ^HC"
309205,@AmazonHelp can I get my money back on the second day shipment....this is the 2nd time I can’t get something delivers correctly or on time,@189837 I'm sorry you didn't receive your order on time. Please reach out by phone or chat so we can assist: https://t.co/EKXRLsnxJu ^AM
309192,"When you order from @115821, the item comes damaged and then they want you to go through the trouble of returning it.",@145416 I'm sorry the item arrived damaged! Were you able to contact us to discuss available options here: https://t.co/hApLpMlfHN ^BH
309237,@AmazonHelp Payed for it to be here by October 6th. Now it’s expected 6th-12th.,@189845 Thanks for checking. Were you given a reason for the delay? Who's the carrier shown here: https://t.co/Y5jpI9gRhE? ^DW
308923,@AmazonHelp It says you’ll contact me within 12 business hours...,"@189762 While that is the maximum wait time, you should hear from us much sooner. We address issues in the order we receive them. ^AM"
309482,@AmazonHelp I'm a prime member and I paid extra for next day shipping,@189918 I'm sorry you haven't received your package! Let's take a look into available options via phone or chat:https://t.co/hApLpMlfHN ^ML
309195,"@AmazonHelp It's Amazon Logistics that is the issue. I'm a prime member for 2-day shipping, not 3-6 days.","@189836 We'd like to help, is this regarding a current order shown in the link provided by ML?  ^AG"
299015,@AmazonHelp Told driver couldn’t deliver tonight or tomorrow. Only option refund. I asked for info to make complaint and was not given. #poorservice,"@187265 Our team would like to take a closer look at this for you, please send us your info here: https://t.co/Om4kpOJuUN ^JR"
310547,@AmazonHelp https://t.co/58dFDStk8Z LLC,"@190159 We'd like to report this to Amazon Logistics. When you have a moment, please send us your details: https://t.co/J3dngRsh3b ^AM"
310793,Well that's done @118117 and @115821 echo are linked but I can't get her to obey yet.,@137582 I'm sorry the Echo is giving you trouble! Can you give us more info? Try using these phrases: https://t.co/fAuiHMEGDr  ^EP
280643,@AmazonHelp I guess you didn't get it right. I wanted to show you the MRP written on the product label and the MRP mentioned on your page.,"@182857 Sorry about that, thanks for flagging this. I'll forward it internally for review. ^PS"
311059,@189750 @115821 That second pic is when I first opened the package. Up close you can see that the ryzen box's seal is broken.,@190285 I'm sorry your order arrived this way. Please contact us via phone or chat so we can look into this: https://t.co/EKXRLsnxJu ^GG
309918,"@AmazonHelp usually no reason for delays. It will say ""in transit"". Sometimes its out for delivery and then doesnt get delivered that day.","@189991 Typically, late orders will arrive the next day. If yours doesn't please contact us: https://t.co/hApLpMlfHN ^EP"
298955,"@AmazonHelp This is the item I ordered.My Youth Romantic Comedy Is Wrong, As I Expected, Vol. 3 (light novel) https://t.co/BenJvCzAQn",@187259 Thanks for linking us! You'll be sent an e-mail with an estimated delivery date as soon as we have more information. ^BV
309946,@AmazonHelp Nope this didn’t fix it.  I have a zip code entered there.   Same as my amazon billing account and @127550 acct,"@189996 Typically, at this point we would reach out to the app developer. When you spoke with Direct TV, what info did they provide? ^EP"
312430,"@115821 Hoping to got parcel today which booked using prime membership and next day delivery, as previous delivery were hardly on time",@190609 Sorry for the unpleasant experience. Please be assured you'll receive the orders as per the estimated date provided.^EM
752867,"@115850 pathetic customer service. Deliver a damaged product, ask customer to courier back for return &amp; then deny providing refund #fraud","@190492 Sorry for the trouble. I just checked and we've received your details, please allow us some time and we'll reach out. ^KA"
271922,@AmazonHelp I completed that form,@180888 Thank you for doing so. A member from my team will look into this for you and get it escalated. ^DW
284383,@AmazonHelp You can check yourself what I am going through for order # 405-6765985-9352311,"@183735 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^MJ"
313649,"@115830 ordered a package (prime), still hasn't arrived!",@190896 Sorry about the delay. What estimated delivery date were you given? What's the latest info here: https://t.co/aaDyEz1VgE ^RS
286780,@AmazonHelp this is taking me to orders page. what do you want to do thr. Why can't u directly contact me. Pathetic process,@184335 Twitter is a social media platform we'll not be able to access any of your account/order details. Kindly provide 1/2 ^SH
313902,"Amazon India first u ship late, second we receive sms saying ur order is out for delivery, delivery guy calls, n... https://t.co/Cp45kDgR1n","@190945 Sorry for the trouble with your order delivery, kindly fill this form: https://t.co/GIJyeYqKE0. I'll contact you shortly. ^PS"
313862,"My @115821 order got misdelivered and idk how to fix it, yay",@190940 Oh no! Available replacement and refund options can be found here: https://t.co/ss7Vu6e7vi. Let us know how it goes! ^DW
314252,@191024 @123288 @115850 even after providing me a wrong faulty product they are not giving my refund. government should take action on amazon,@190903 We've responded to your query via DM. Kindly check. ^PS
302606,"@AmazonHelp Order date
03-Sep-2017

Order #
403-5721092-5101156

Plz check order no. And refund my money,

Order time 1 month above.
Tshirt not deliver",@123622 provide your order details as we consider them to be personal information. Our Twitter page is visible to public. 3/3^SB
315040,@115850 today I ordered shoes..And order has cancel led by mistake..Pls refund as soon as possible https://t.co/wsY9rtYk2W,@191213 Twitter being a public platform we do not have access to your order details. (1/3) ^SI
315326,@AmazonHelp @115850 Trying to get your helpline. Not got a refund for over 3 months. Pls help.,@191273 We'd like to check this for you and assist. Please connect with us here: https://t.co/vlvfJr4nN9. ^SA
313869,"@AmazonHelp Have found option on desktop site, obviously not on app. Saturday and Sunday are already ticked",@190942 Reach us here: https://t.co/JzP7hlA23B so we can check your orders for you.^CD
315500,"@115850 no one come to home for delivering the package how can they update this status.
I choose fast delivery option but they failed. https://t.co/CvAS6rPPhD","@191323 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^MM"
315768,@115830 I really don’t know why I pay for prime. Always an issue with delivery and the customer service is non existent. Might cancel.,@191391 Sorry to hear it Lucy- Without providing personal info can you explain further? Are you currently waiting on an order? ^NV
231857,@AmazonHelp Any Progress regarding my complaint,@171215 You would have received an email from our team by now. Kindly check for the same here https://t.co/8DAc10S7ww. ^VM
316531,@115850 worst customer care support from your site ..I didnt expect this from brand name of yours,@191577 I'm sorry for the trouble. Could you please tell me your concern so that I can check it for you? ^AU
