conversation_id,customer_message,intent_label,decision_label,predicted_intent,predicted_decision,decision_reason,draft_reply,retrieved_conversation_ids
1676621,"Customer message 1: @AmazonHelp 1/2 but I got mixed response. Delivery guy saying he is not able to scan the bar code on the product. I totally fade up

Customer message 2: @AmazonHelp I already reported several times to customer i got muxed response from them

Customer message 3: @AmazonHelp I filled the form

Customer message 4: @AmazonHelp I m not sure  product will be delivered today or not. Let see what is going to happen your agent will come with same old story or new story

Customer message 5: @AmazonHelp @115850 may i know what is the status

Customer message 6: @AmazonHelp @115850 #amazon I can decide you guys are not willing to delivery the my product

Customer message 7: @AmazonHelp @115850 @115851 it is almost been week since they committed to delivery the product but he did not happen. Giving fake reasons. 1/1

Customer message 8: @AmazonHelp I already replied several times no use, you guys are just wasting my time.cuatomer care also just spending the time and telling liies.

Customer message 9: @AmazonHelp I replied again mail that mail. Please update the mail you guys going to reslove the issue or not, #AmazonGreatIndianFestival

Customer message 10: @AmazonHelp Can I get an update ? @115850  #AmazonGreatIndianFestival

Customer message 11: @AmazonHelp Every one is working on it but no response from your side, just apologies

Customer message 12: @AmazonHelp Finally i recived  the product, Thanks for your help",I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1756485,"Customer message 1: @AmazonHelp is there an issue with Amazon video today as I can't access it thanks

Customer message 2: @AmazonHelp Blu Ray dvd

Customer message 3: @AmazonHelp It’s a Sony and it gives me the message that the service cannot be accessed at this time",I8,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2064364,"Customer message 1: @115850 @AmazonHelp 
My subscription of amazon prime is going to end soon, so i thought not to renew it
As the services r not good lately

Customer message 2: @AmazonHelp My registered mobile number is 9820525646

Customer message 3: @AmazonHelp I have returned sofa on 31th oct (date of return picked-up). distance of my address and seller (warehouse) is not more than 50 km

Customer message 4: @AmazonHelp Still even after 8 days it stating returning to seller (even a snail can walk and complete 50km in 8 days) God help Amazon transportation

Customer message 5: @AmazonHelp And the best part is your customer service

False commitment that we have initiated a refund (3/4 days back when i last ask for update)

Customer message 6: @AmazonHelp And when today i called for update on my refund status , CS person told me that no refund has been processed, kindly wait for 2/3 day for up

Customer message 7: @AmazonHelp  https://t.co/PqNv9QrRi6

Customer message 8: @AmazonHelp What the use of secure link if nothing reply to that,
Last week I send my details for status but till now no update on that secure link msg

Customer message 9: @AmazonHelp Here it's screenshot of last secure link dated way back 25th October.

I think it's take a year to resolve a problem https://t.co/vRWMOdbEVk

Customer message 10: @AmazonHelp Till now not received any email from Amazon

Customer message 11: @AmazonHelp  https://t.co/xrxPaqrMBA

Customer message 12: @AmazonHelp  https://t.co/p3YBJEBhLQ

Customer message 13: @AmazonHelp Plz do give me reply in link

Customer message 14: @AmazonHelp You can give either in regular reply or call me and give information
My cellphone no. is 9820525646

Customer message 15: @AmazonHelp I don't have any problem giving me personal details
What important is you resolve my problem ASAP

Customer message 16: @AmazonHelp Concentrate on what is important 
Your solution or my personal details (which i m ready to give without any doubt)

Customer message 17: @AmazonHelp By this time
One thing is sure
You don't want to help just want to waste my time 
You don't have anything to say so you ask us mail you

Customer message 18: @AmazonHelp HahahahAhahah
Joke of the Century
Appreciate your understanding
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",I3,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
387142,"Customer message 1: We thank our customers for bringing the contest winner issue to our notice. Here’s the winner for #SpotThePhones contest. https://t.co/Yg9agvE1gU

Customer message 2: @115850 When will you announce guess the phone contest..

Customer message 3: @115850 Please
Share the link where we can find all old app quiz  contest winner without going through @AmazonHelp.. thanx
(Don't blame my English)

Customer message 4: @115850 Frst learn hw to serve customers n nt to frustrate them

Customer message 5: @115850 This is what Amazon is selling during the sales flushing out old product and no replacement , FYI order no.408-4152105-4030724 https://t.co/bI6xYDJLNe

Customer message 6: @115850 I still can't​ believe this !! Is this​ really true ?? @115850 @AmazonHelp This is absolutely a dream !! https://t.co/vcnhAHONHj

Customer message 7: @AmazonHelp Is this the only solution do you have?

Customer message 8: @115850 You also did not declared the winners of motog5 plus and Samsung note 8

Customer message 9: @AmazonHelp Hi Team any update? I have already provided the asked details

Customer message 10: @AmazonHelp Where should I check. I don’t see any new email?

Customer message 11: @AmazonHelp I don't  understand the response which you have provided,  I want a replacement of the faulty product, which you guys have provided.

Customer message 12: @AmazonHelp I am following up from yesterday and but i am not getting any hope of resolution, ur customer case worst to contact ,

Customer message 13: @AmazonHelp Already shared my details but still waiting for any fruitful response,

Customer message 14: @AmazonHelp I have submitted the information again, Plz into the issue

Customer message 15: @AmazonHelp  can you plz confirm when can I expect the resolution?

Customer message 16: @AmazonHelp one of the worst experience I am having with Amazon no one looks to care about customer.

Customer message 17: @AmazonHelp there is no useful information in that email I just want replacement product not refund.

Customer message 18: @AmazonHelp communication which you have sent didn't address the issue

Customer message 19: @AmazonHelp have already responded back to your email and the response which I have received didn't try to solve the issue",I4,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
786114,"Customer message 1: @AmazonHelp You people useless @amazonhelp

More than 40 time contacted you Honor 8 pro 2500 cashback still pending

Customer message 2: @AmazonHelp No resolution or cashback added , checked my email, account @115850 fraud no 1",I6,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2913190,"Customer message 1: @115830 so I have just been going through my bank details and have noticed that amazon has been taking money out my account for over a year now, small amounts that I never noticed and it has mounted up to £385.85!!! I am beyond furious with this and want my money back!!",I7,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
175349,"Customer message 1: Really frustrating when Amazon's #amzl shipping fails to deliver your order for the 2nd time in a week. Customer service doesn't help either – I don't want another refund, I want the things I've ordered. This is ridiculous @AmazonHelp I've never had an issue with other carriers

Customer message 2: @AmazonHelp By the customer service rep? They said that at this point, it was likely lost by the carrier &amp; that they were issuing a refund. I ordered it 1st on Saturday &amp; was told it was undeliverable. I ordered again on Monday, &amp; it still hasn't come. It should've been here 2 days ago.",I1,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1773476,"Customer message 1: @82033 And last week @115850 CSA cut me off mid-chat with no option to even rate the experience. So much for ""Earth's most customer-centric company "".",I8,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
38104,"Customer message 1: @115850 @AmazonHelp Very disappointed with delivery service. I won't any order from #Amazon in future.

Customer message 2: @AmazonHelp Already contacted, they said technical issue error. Why a common person faces such bogus error. I paid delivery charges as per policy.

Customer message 3: @AmazonHelp My order moved to non-delivery city-haryana from correct delivery city-delhi. https://t.co/nTjMJCb8Zg

Customer message 4: @AmazonHelp I reported this over chat support, no estimated time provided, they only apologies for it. I want reimburse of delivery charges.

Customer message 5: @AmazonHelp My concern is When my package arrived in correct city-delhi in first time then why it's moved to wrong non delivery city-haryana. Explain it https://t.co/AlvIWGv7wH

Customer message 6: @AmazonHelp These are only delaying tactics. If I pay prime delivery charges then same package will be delivered within 24 hours without any issues.

Customer message 7: @AmazonHelp -5 out of 5 for delivery service. I didn't pay prime delivery charges that's why it's happening to me.

Customer message 8: @AmazonHelp If my comments improve ur service then must share it..

Customer message 9: @AmazonHelp Sounds good but my review/feedback for delivery services not change &amp; if delivery service not good it's affect ur business.

Customer message 10: @AmazonHelp I hope this will be delivered by today. https://t.co/WrkDxWAj1p",I1,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
764197,"Customer message 1: @AmazonHelp It seems my Prime membership was randomly cancelled and my account was cleaned out of all activity. What is this?o_0

Customer message 2: @AmazonHelp Have not. This is my old account. All my payment info &amp; address is in there. This happened after the 'Halloween Shop' update.

Customer message 3: @AmazonHelp I see what it was now. I was getting redirected to .com when trying to access .co.uk.

Customer message 4: @AmazonHelp It is now. TYVM",I7,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
420260,"Customer message 1: @115850 ye delhi m hi ghumta rahega ya vaha se nikalega bhi???? https://t.co/swbgtkZpD4

Customer message 2: @AmazonHelp dear help while purchasing the product yhe date was 7 oct now it is 18 oct. you dont miss you just push the date

Customer message 3: @AmazonHelp received the material on time thanks for that",I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1314594,"Customer message 1: @AmazonHelp I am slightly frustrated with the availed service.please contact me I have an issue.

Customer message 2: @AmazonHelp @AmazonHelp I am slightly frustrated with the availed service.please contact me I have an https://t.co/ErnXF2lDKT number 9020209088",I8,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2418475,"Customer message 1: It’s absurd how the customer service at @116090 is. Waited for a week to get my orders and now been transferred from one guy to another on customer support. Wonder what am I supposed to do now

Customer message 2: @AmazonHelp To contact amazon.ca customer service when I was contacting them through the amazon.ca website. They gave me option of replacement or refund

Customer message 3: @AmazonHelp I would prefer a replacement as I need these items before my travel.

Customer message 4: @AmazonHelp How can I keep you posted when I am unable to get in touch with a amazon.ca representative

Customer message 5: @AmazonHelp @116090 I don’t understand what’s going on here?",I3,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
105104,"Customer message 1: “The driver is making one delivery before yours” ten seconds later “the driver has had to be re-routed, you will receive your delivery later”. @115830 you’re KILLING me. #boredhousewifeupdates

Customer message 2: @AmazonHelp Now they’ve cancelled the delivery. I ordered next day delivery as I’m on holiday tomorrow and desperately need the item for my baby!

Customer message 3: @AmazonHelp I’ve waited in ALL day 😫

Customer message 4: @AmazonHelp I have done. Apparently they’re emailing the driver, but I fail to see how that would get my delivery to arrive.",I1,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
876277,"Customer message 1: For some reason, I just knew I wouldn't get my box set order of #listenwithoutprejudice today. Promises promises @115830 @126705 😐

Customer message 2: @AmazonHelp It says it's on its way for delivery today but just checked emails &amp; have 1 saying there may be a delay - allow an additional day or two?

Customer message 3: @AmazonHelp Thank you. Will keep you posted.

Customer message 4: @AmazonHelp Hello again. I'm afraid it still hasn't arrived. 😕

Customer message 5: @AmazonHelp It's been updated to this now!? 😯 https://t.co/yIDHvDYfDN

Customer message 6: @AmazonHelp Just a gutter when postage was paid &amp; was ordered because Amazon said it would arrive on it's release day. Will update you tomorrow. Thanks.

Customer message 7: @AmazonHelp It's arrived! Thanks for listening to me moan about it not arriving yesterday. Sorry about that. 😥 https://t.co/FldYn6JC4Y",I1,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
434565,"Customer message 1: @115850 Giving FAKE UPDATE INCORRECT STATUS on ORDER, 3 ITEMS ALL 3 STATUS ARE INCORRECTLY UPDATED,1 is delivered , 2 is attempted

Customer message 2: @AmazonHelp they told me to wait for 2 day's ???? what a pathetic  to know the product details @115850 need 2 day's !!!! pathetic service by couldtail

Customer message 3: @AmazonHelp done, but they need 3 day's to update the status, by the time my return policy will get over ????

Customer message 4: @AmazonHelp order : 0939508 Got a message saying itemThe delivery receipt was signed by Chandra Panikaa , i don't know whom they delivered ????,

Customer message 5: @AmazonHelp and ORDER # 404-1344749-3493134 - Delivery by Amazon Delivery Agent, phone number:9449885850 this is not reachable at all.... such a worst t

Customer message 6: @AmazonHelp thing that amazon is updating incorrect information to cheat customer

Customer message 7: @AmazonHelp escalated 4-5 times still no action, got mail that 24-48 hrs it will get resolve ... but its been more than promissed  issue is not moving

Customer message 8: @AmazonHelp again i got a message saying delivery person attempted to reach you but customer is not available ?? why this FAKE UPDATE WHY @115850

Customer message 9: @AmazonHelp i guess this is 10th time i'm escalatin it .. but no one is taking initiative to close this issue which i m fasing from last 4 day's ,

Customer message 10: @AmazonHelp every one and every day i'm hearing from amazon that giving 24-48hrs as TAT, but its been 72 hrs of time stil no 100% initiative from amazon

Customer message 11: @AmazonHelp MULTIPLE TIMES I HAVE UPDATED , IF YOU HAVE CONCERN ABOUT CUSTOMER GO THROUGH THE CONVERSATION  IT HAS COMPLETE INFORMATION

Customer message 12: @AmazonHelp FROM 4 DAY'S ISSUE IS PENDING , WORST SERVICE BY @115850 @AmazonHelp  CUSTOMER SERVICE TEAM , UNABLE TO HANDLE MY ISSUE

Customer message 13: @AmazonHelp SAME THING I'M HEARING FROM LAST 4 DAY'S AND ONE MORE ORDER # ORDER # 403-5003913-0939508, GOT DELIVERED TO SOME ONE ELSE, AND NO UPDATE ON

Customer message 14: @AmazonHelp i have already replayed to your mail , please check

Customer message 15: @AmazonHelp Amazon logestic team has arrived my house and talking roude,  that he has delivered to neibour itseems, and we don't no anyone there and

Customer message 16: @AmazonHelp i have made a payment , it should be deliver to be not to anyone apart from my family member or if i say hand over to neighbour or any one..

Customer message 17: @AmazonHelp such a pathetic behaviour from amazon logestic executive.. now he has taken it and given to my family member, by what date product is valid

Customer message 18: @AmazonHelp from warrenty ? ,

Customer message 19: @AmazonHelp today also not delivered, its been 4th day im escalating.. agent number which i given is incorrect  which is  8660088587

Customer message 20: @AmazonHelp Delivery by Amazon Delivery Agent, phone number:8618878033  not reachable / switch off

Customer message 21: @AmazonHelp FAKE DETAILS GIVING TO CHEAT PREPAID CUSTOMER

Customer message 22: @AmazonHelp ESCALATING FROM LAST 4 DAY'S NO RESPOND FROM SOCIAL MEDIA TEAM OR NOTHING ... LEAST BOTHER TO CONTACT TO EXPLAIN THE ISSUE.. I CALLED 12TIMS

Customer message 23: @AmazonHelp CHECK ALL THESE SCREEN SHOT NUMBER ALL ARE INCORRECT NUMBERS PROVOIDED BY @115850 @AmazonHelp  TEAM https://t.co/RTXFkb28o8

Customer message 24: @AmazonHelp 4 times i have mailed ,to __email__, you want me to send that screenshot i'll send it in few min sub: 393134

Customer message 25: @AmazonHelp check your mail before responding, below screenshot for your reference https://t.co/erAgskAcVX

Customer message 26: @AmazonHelp how many times i have to tell you that i have already sent a mail , and also sent  a screenshot of email in twitter, if you arenot able to

Customer message 27: @AmazonHelp handle refund my money, SUCH A PATHETIC SERVICE AND ESCALATION HADLING TEAM IN @115850 @115821 @AmazonHelp

Customer message 28: @AmazonHelp @115850 @115821  https://t.co/p933EqS3z3

Customer message 29: @AmazonHelp YOU ARE LITERALLY MAKING TIME PASS HEAR !! GO THROUGH THE DISCREPANCY ON THAT FIRST YOU ARE CONTACTING INCORRECT NUMBER

Customer message 30: @AmazonHelp DON'T BE AN IDIO IM SENDING MULTIPLE EMAILS WITH CONTACT DETAILS, CHECK BEFORE REVERTING LIKE AN IDIOTS

Customer message 31: @AmazonHelp Refund my money worst service by Amazon customer service ,",I2,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
807348,"Customer message 1: @AmazonHelp I've made a complaint to the prime escalation team but they said they've done all they can and to contact head office (1/2)

Customer message 2: @AmazonHelp They didn't give me the contact details so can you please send me the contact details for the head office complaints team. Thanks (2/2)

Customer message 3: @AmazonHelp You don't need access to my account to give me the information I've asked. They told me to contact head office so what are the details?

Customer message 4: @AmazonHelp Hello??",I8,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
343113,"Customer message 1: Ten years ago today, we launched the first-ever Kindle. Happy 10th birthday @117634 and thank you to all the Kindle readers and authors! https://t.co/qelfniBSK1

Customer message 2: @115851 @117634 My original Kindle still works fine and is still in use. How about reissuing a collectors' edition with updated technology in the same design?

Customer message 3: @115851 @117634 I'm on my 3rd Kindle and have bought over 500 books. However, my latest, the VOYAGER has always had a clearly visible defect. it's dusky cloudy on top right section of the screen. design flaw? big dissapointment. please advise, thank you. 

Sincerely, Scott

Customer message 4: @AmazonHelp Ordered on March 23, 2016  Order# 116-4081823-9779459 already been through this exasperating exercise with cust service. other VOYAGE owners have expressed the exact same flaw. what about an even exchange for Oasis? @115851

Customer message 5: @AmazonHelp nothing really some silly stuff ie restart hold the button down for five seconds, etc. nothing resolved the problem @115851

Customer message 6: @115851 @103974 @117634 Kindle is one of the top things I ever owned. Thank you for it, @115821.

Customer message 7: @AmazonHelp ok so you're now referring me back to amazon customer service? @115851

Customer message 8: @115851 @117634 I want to start a kindle library - any discount or offerings for non-profit business?

Customer message 9: @AmazonHelp Where should I ask this in support?

Customer message 10: @241844 @AmazonHelp @115851 My kindle died the same month its warranty expired. Very disappointing, I only used it occasionally.

Customer message 11: @241844 @AmazonHelp @115851 Yeah...I was electrocuted by a Christmas tree sold exclusively (so I’m told) by amazon and they referred me to pretty much the same thing. Cool, huh?

Customer message 12: @AmazonHelp I have written an article about the design of these two Kindles. Is the photo in Bezo's post available for use in a academic publication?

Customer message 13: @AmazonHelp @756101 Dear Kindle I use you since 10 years then.. My library grew up.. PLEASE then ADD decent library functions!! Please.

Customer message 14: @AmazonHelp That is a link to contact amazon. are you not amazon? this sounds as if you're giving me ""the run around"" why don't you have ""a member of our team"" contact me? please advise, thank you @115851

Customer message 15: @AmazonHelp once again please see ""account details"" below @115851 as pertaining to the faulty Voyager

https://t.co/whJDgaYbR2

Customer message 16: @AmazonHelp OK I'm happy to cooperate  to the best of my ability. When I click on the link it Goes to my account and/or my orders What I want to do next? Thank you @115851  very puzzling

Customer message 17: @115851 @117634 Please Bezos, blue light filter on the Kindle Paper white! I love mine but I want to fall asleep easier while reading!

Customer message 18: @115851 @148213 @117634 Changed my reading habits, couldn’t be happier with my paperwhite

Customer message 19: @AmazonHelp @772199 PLEASE GET YOUR ADS OFF OF BREITBART. They are endorsing a man who it seems sexually assaulted children!! You can't want to support that with your ad money and powerful presence. @151368 has been asking too- do the right thing!!

Customer message 20: @115851 @117634 Shame on Amazon India .Pathetic service from Amazon to avoid at all cost and informing people not to buy any imported items from Amazon India 
Order ID 407-2793143-3561942

Customer message 21: @115851 @117634 #Feedback
Thanks 😊😊 a lot for making @117634 Oasis waterproof!  Still it's cost is quite high! 
Though my love for #KindlePaperwhite is no less after the launch of #KindleOasis!
Cc @137341 @115821 @AmazonHelp

Customer message 22: @AmazonHelp @280576 Amazon Involved in Fake orders and using our hardworking money for at least a week. As I already guaranteed on 21st nov that my order will get cancelled. Today amazon cancelled my order and this is 4th time in last 3 months. Worst customer support. Lost trust in amazon

Customer message 23: @115851 @117634 Bonjour, je cherche à vous joindre de toute urgence, pourriez-vous me recontacter. Merci d'avance.

Customer message 24: @115851 @117634 Thank you. Kindle changed my life. Well, at least let me keep my life. Either way, I got to keep reading when it looked like I wouldn’t. That’s what it was for, right? No? Well, that’s what it [also] accomplished. Cheers

Customer message 25: @115851 @117634 I haven't been able to live without mine for 9 of those years! Thank you for bringing the library to my home Jeff Bezos!

Customer message 26: @115851 @117634 liar liar pants on fire you said you were customer service focused you just sold me a 7 gen fire that doesn't screen cast

Customer message 27: @241844 @AmazonHelp @115851 Us to we had 2 that never even connected to an internet we Threw in the trash over the endless Customer Service Holds BS we just couldn’t be bothered @117634 @115858 for us @108682 won

Customer message 28: @AmazonHelp @756101 Fuck you, Amazon: https://t.co/r23WknUa9U

Customer message 29: @AmazonHelp I called customer service they didn't care

Customer message 30: @AmazonHelp @241844 Ordered honor bee phone but received salt packet from amazon India https://t.co/XAF8OVsvLp",I4,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2893140,"Customer message 1: @115830 where is my parcel? https://t.co/CHgbZ8CLbZ

Customer message 2: @115830 It says delivered, clearly not!

Customer message 3: @AmazonHelp So you can’t understand it either? I’ve checked everywhere and no parcels to be found. The card clears offers alternates none of which have been ticked! Frustrated!

Customer message 4: @AmazonHelp I can’t raise queries on all of the orders as it says handed to resident which is a blatant lie!",I2,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
179636,"Customer message 1: @AmazonHelp yes email sent

Customer message 2: @AmazonHelp oct 16-17

Customer message 3: @AmazonHelp 2 day's

Customer message 4: @AmazonHelp account blocked man!

Customer message 5: @AmazonHelp thanks

Customer message 6: @AmazonHelp @158308 They full of crap",I7,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
981994,"Customer message 1: @115850 Order# 402-8746632-2695522. Shame on you Amazon India. I complained almost 20 times but got no assistance. I want my product NOW

Customer message 2: @AmazonHelp Sorry will not do anything. I've heard apologies from ur executives around 20 times. I want my product today ANYHOW, Whether at 12 midnight.

Customer message 3: @AmazonHelp Not Earliest @115850, I want a resolution NOW. It's high time already. I have faced a lot of lies from you guys. Enough !!

Customer message 4: @AmazonHelp Please let me know the guaranteed delivery time now @115850.",I1,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2537447,"Customer message 1: Case ID3985776372 no resolution..its been 48 days now....@115851
@132981

Customer message 2: @AmazonHelp I have provided the case id....you can check the same and update me...my registered email id with amazon is __email__

Customer message 3: @AmazonHelp You guys are not able to provide the resolution...its been 48 days...its a seller issue not about order. Check and get back already provided the details.

Customer message 4: @AmazonHelp why is the team unable to resolve..@115851

Customer message 5: @AmazonHelp YOU PROVIDED THE LINK FOR A BUYER ISSUE..I KNOW U ARE INCOMPETENT TO SOLVE THE ISSUES..EVEN LEADERS ARE NOT BOTHERED THEN Y WOULD U BE@JeffBezos",I8,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
523414,"Customer message 1: Echo stopped working and @AmazonHelp basically told me tough luck.  So disappointed in customer service.

Customer message 2: @AmazonHelp Echo stopped working out of nowhere.  After minimal troubleshooting, customer service told me to buy a new charger.  I did, still didn't work.  Now they're telling me I'm out of luck and saying a 15% discount on a new one is the best they can do, which I think is unacceptable.

Customer message 3: @AmazonHelp Will that do anything other than make me angrier? Because I'm about to return the two new Echo devices I just purchased 😞

Customer message 4: @AmazonHelp I emailed and received a scripted response basically telling me tough luck.  Time to send back the two Echo Dots I just purchased. 😞

Customer message 5: @AmazonHelp  https://t.co/QnTdlimgGS",I4,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
721313,"Customer message 1: @AmazonHelp @115821 @120533 Surprised and disappointed by the method employed to cancel an order, that is now more Exp./not available!!! https://t.co/4LeBAMsin0

Customer message 2: @AmazonHelp They replied with a generic email, not answering to my issue ""order again"". Several people had the same ""issue"" with the same item!!!

Customer message 3: @AmazonHelp @115821 @AmazonHelp I just spoke with the service other the phone, choked by the conversation I just had! Very disappointed @115851

Customer message 4: @AmazonHelp The person was rude, didn't try to have any empathy and understand the situation. Called back to escalate.

Customer message 5: @AmazonHelp - By email; order the item again (higher price and not available now)
- By phone; they will investigate but no solutions guaranteed

Customer message 6: @AmazonHelp Still no feedBack! Had to buy the product again; more expensive and not available before end of the month! #disappointedbyamazon @115851

Customer message 7: @AmazonHelp .fr

Customer message 8: @AmazonHelp I don't know which team cancelled the order (404-0332068-2897957). I received the email on the screenshot. https://t.co/UtS1moEcKX

Customer message 9: @AmazonHelp Yes, but the order doesn't show at all (not even as cancelled). This is why I called them.

Customer message 10: @AmazonHelp I know! I called them, had very bad experience, then called back, then they told me they would investigate and call me back.

Customer message 11: @AmazonHelp 5 days later... still no feedback..!!!

Customer message 12: @AmazonHelp Contacted Amazon by:
- phone
- mail 
- twitter",I5,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1245446,"Customer message 1: @115821 AMZL 2 days in row failed delivery! Use @81 or @115817 if want your @115821 stuff. #CustomerService @AmazonHelp

Customer message 2: @AmazonHelp Yes. Order yesterday not delivered. Order today not delivered. &gt;$300 lost. Refund &amp; resend via @81 or @115817.

Customer message 3: @AmazonHelp @81 @115817 @115821 AMZL disaster. Lost orders in 2 states. Spent 2hrs begging for @115817 or @81 &amp; they use AMZL again!

Customer message 4: @AmazonHelp @115821 WHY USE AMZL FOR MY ORDERS GIVEN ISSUES? @115821'S OWN CUST SERVICE SAYS THEY ARE PROBLEM (SEE ATTACHED) https://t.co/bmaVBoNzLN

Customer message 5: @AmazonHelp @115821 @115817 &amp; @81 please help @115821's AMZL. A kid with a wagon could do better.",I1,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
650096,"Customer message 1: I accidentally charged my grandmas card $108 because I forgot to cancel the amazon prime membership https://t.co/eytPXlx8k5

Customer message 2: @AmazonHelp omgomg thanks !!!",I6,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1283904,"Customer message 1: Why havent i recieved my @116618 refund yet 🤔

Customer message 2: @AmazonHelp Last friday the 20th! Idk if its too soon yet but im just wondering thanks(:",I3,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
1604038,"Customer message 1: @amazonHelp. Credit card blocked due to possible hacking of details. Order cancelled. How do I remedy. Tried substituting another card. Fail

Customer message 2: @AmazonHelp Changed to a different cars. Site confirmed that. Re-ordered but came up declined and referred to old , locked , card. Any email address",I7,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
919431,"Customer message 1: @115850 The delivery boy took 7parcels and said he delivered to my brother, and none in my family have taken those parcel.The guy is lying

Customer message 2: @AmazonHelp I have already reported and been discussing with your customer care.. Its really frustrating do all UNNECESSARY this follow up

Customer message 3: @AmazonHelp any updates?Its more than 24hrs now, almost 48 hrs now.I want my parcels any how. Its you who have done the goof up.Sort it and deliver them

Customer message 4: @AmazonHelp Shit service you guys are giving. Cc says order is delivered we can't do anything. Just leave it. Shame on you. M suffering for ur mistake.

Customer message 5: @AmazonHelp What correspondence you talking about ?

Customer message 6: @AmazonHelp Your cc says we can't do anything as d packages are delivered.U delivered it to wrong person.U r @ fault.I have nothng to gift my relatives

Customer message 7: @AmazonHelp Is this the service you provide. Not 1 but 6 parcels were handed to some wrong guy without confirming his id. I just want my parcels..

Customer message 8: @AmazonHelp I have already given all the details of the issue and the last talk I had with cc , she says we can't do anything as package is delivered

Customer message 9: @AmazonHelp She clearly said me we can't do anything.So I jst have to leave the topc, 6 f*cking parcels are givn to some random guy. You ruined myDiwali

Customer message 10: @AmazonHelp This is the 2nd time I am filling the details and don't know how many times I have explained the issue. It's so frustrating..

Customer message 11: @AmazonHelp I am not getting d correspondence. Can you mail me. There 50+msgs in inbox not sure which to check. Mail me on : __email__

Customer message 12: @AmazonHelp I have already replied to Gowtham from your social media team. Please check your email.

Customer message 13: @AmazonHelp Shame on you guys. Same reply, we have delivered it to you family member without confirming his id, u didn't even come up my home bt gave

Customer message 14: @AmazonHelp How many times man ? I have just replied to the mail I got. It says we have done our job we can't do anything. Is this the service you give.

Customer message 15: @AmazonHelp I am surely going to raise a complaint in consumer court. You Ruined my Diwali. This is how you solve issue?by running from it. https://t.co/ZEovdRVhzQ

Customer message 16: @AmazonHelp This is my reply.. How shameless can one be.didnyou do your job right.? And shamelessly saying we did our job n we can't do anything. https://t.co/X5FbxR4egF

Customer message 17: @AmazonHelp Have mailed back to you. Awaiting reply

Customer message 18: @AmazonHelp This is your service ? Shit, absolutely shit Amazon is going towards. https://t.co/ujXMv2IPh1

Customer message 19: @AmazonHelp Why the hell I have to reorder same things at the mrp.
Why you said the below thing then ?? Giving false promises n assurances https://t.co/SO3fzM7YOV

Customer message 20: @AmazonHelp Where exactly should I check correspondence mail ? The link you gave goes to my inbox where I have 50+msgs. Mail me again separately.

Customer message 21: @AmazonHelp Mail me separately for the correspondence you talking about. 

Call me if you want

Customer message 22: @AmazonHelp I have already replied your social media team mail.

Customer message 23: @AmazonHelp @AmazonHelp  see this.

Customer message 24: @AmazonHelp Any updates

Customer message 25: @AmazonHelp I haven't got any mail from you guys. Resend me again.

Customer message 26: @AmazonHelp Replied to your mail. I want the resolution asap. I want my parcels at any cost. You guys made the mistake n not me. https://t.co/4Nh4LMwaUX

Customer message 27: @AmazonHelp What the hell is going on.. ? https://t.co/mbrU9w7JJQ",I2,Escalate,I8,Auto-handle,Majority-class trivial baseline prediction.,,
2335066,"Customer message 1: Not come across this BS before. Last time I order a dvd from @115821 https://t.co/p2H1QbaA4R

Customer message 2: @AmazonHelp Does not work.

Customer message 3: @AmazonHelp Find the option for free shipping at time of checkout.",I8,Auto-handle,I8,Auto-handle,Majority-class trivial baseline prediction.,,
