conversation_id,customer_message,gold_intent,gold_decision,pred_intent,pred_decision,decision_reason,intent_justification,draft_reply,retrieved_ids,retrieval_scores,hard_trigger_flags,status,error,intent_error,decision_error,top_retrieval_score,candidate_reason
1314594,"Customer message 1: @AmazonHelp I am slightly frustrated with the availed service.please contact me I have an issue.

Customer message 2: @AmazonHelp @AmazonHelp I am slightly frustrated with the availed service.please contact me I have an https://t.co/ErnXF2lDKT number 9020209088",I8,Escalate,I8,Auto-handle,"The customer expresses frustration but no indication of fraud, account compromise, legal dispute, or a request for a specific order action that requires escalation. The proposed reply is appropriate for an automated response.","The customer expresses frustration but does not specify a delivery status, missing item, return, damage, cancellation, payment issue, or account problem. The message is a general complaint about service, fitting the general support intent.","Hi there! I’m sorry to hear you’re having trouble. Please send us a direct message with your order details or the best way to reach you, and we’ll get a support agent to help you right away. Thank you for your patience!",1899822|1085153|2825664,0.782996|0.761753|0.758505,,success,,False,True,0.782996,decision_error
2418475,"Customer message 1: It’s absurd how the customer service at @116090 is. Waited for a week to get my orders and now been transferred from one guy to another on customer support. Wonder what am I supposed to do now

Customer message 2: @AmazonHelp To contact amazon.ca customer service when I was contacting them through the amazon.ca website. They gave me option of replacement or refund

Customer message 3: @AmazonHelp I would prefer a replacement as I need these items before my travel.

Customer message 4: @AmazonHelp How can I keep you posted when I am unable to get in touch with a amazon.ca representative

Customer message 5: @AmazonHelp @116090 I don’t understand what’s going on here?",I3,Escalate,I3,Auto-handle,The customer requests a replacement for an order and the support channel can directly process this request once the order numbers are provided. No escalation criteria are triggered.,Customer is requesting a replacement or refund for delayed orders.,"I’m sorry for the frustration you’ve experienced. I understand you’d like a replacement so you can travel on time. Please let me know the order numbers and I’ll arrange the replacement for you. If you need to keep us updated while you’re unable to reach a representative, you can reply to this message or use the ""Contact Us"" link on amazon.ca. I’ll keep you posted on the status as soon as I have an update. Thank you for your patience.",2288279|418991|2187361,0.734616|0.726388|0.726229,,success,,False,True,0.734616,decision_error
434565,"Customer message 1: @115850 Giving FAKE UPDATE INCORRECT STATUS on ORDER, 3 ITEMS ALL 3 STATUS ARE INCORRECTLY UPDATED,1 is delivered , 2 is attempted

Customer message 2: @AmazonHelp they told me to wait for 2 day's ???? what a pathetic  to know the product details @115850 need 2 day's !!!! pathetic service by couldtail

Customer message 3: @AmazonHelp done, but they need 3 day's to update the status, by the time my return policy will get over ????

Customer message 4: @AmazonHelp order : 0939508 Got a message saying itemThe delivery receipt was signed by Chandra Panikaa , i don't know whom they delivered ????,

Customer message 5: @AmazonHelp and ORDER # 404-1344749-3493134 - Delivery by Amazon Delivery Agent, phone number:9449885850 this is not reachable at all.... such a worst t

Customer message 6: @AmazonHelp thing that amazon is updating incorrect information to cheat customer

Customer message 7: @AmazonHelp escalated 4-5 times still no action, got mail that 24-48 hrs it will get resolve ... but its been more than promissed  issue is not moving

Customer message 8: @AmazonHelp again i got a message saying delivery person attempted to reach you but customer is not available ?? why this FAKE UPDATE WHY @115850

Customer message 9: @AmazonHelp i guess this is 10th time i'm escalatin it .. but no one is taking initiative to close this issue which i m fasing from last 4 day's ,

Customer message 10: @AmazonHelp every one and every day i'm hearing from amazon that giving 24-48hrs as TAT, but its been 72 hrs of time stil no 100% initiative from amazon

Customer message 11: @AmazonHelp MULTIPLE TIMES I HAVE UPDATED , IF YOU HAVE CONCERN ABOUT CUSTOMER GO THROUGH THE CONVERSATION  IT HAS COMPLETE INFORMATION

Customer message 12: @AmazonHelp FROM 4 DAY'S ISSUE IS PENDING , WORST SERVICE BY @115850 @AmazonHelp  CUSTOMER SERVICE TEAM , UNABLE TO HANDLE MY ISSUE

Customer message 13: @AmazonHelp SAME THING I'M HEARING FROM LAST 4 DAY'S AND ONE MORE ORDER # ORDER # 403-5003913-0939508, GOT DELIVERED TO SOME ONE ELSE, AND NO UPDATE ON

Customer message 14: @AmazonHelp i have already replayed to your mail , please check

Customer message 15: @AmazonHelp Amazon logestic team has arrived my house and talking roude,  that he has delivered to neibour itseems, and we don't no anyone there and

Customer message 16: @AmazonHelp i have made a payment , it should be deliver to be not to anyone apart from my family member or if i say hand over to neighbour or any one..

Customer message 17: @AmazonHelp such a pathetic behaviour from amazon logestic executive.. now he has taken it and given to my family member, by what date product is valid

Customer message 18: @AmazonHelp from warrenty ? ,

Customer message 19: @AmazonHelp today also not delivered, its been 4th day im escalating.. agent number which i given is incorrect  which is  8660088587

Customer message 20: @AmazonHelp Delivery by Amazon Delivery Agent, phone number:8618878033  not reachable / switch off

Customer message 21: @AmazonHelp FAKE DETAILS GIVING TO CHEAT PREPAID CUSTOMER

Customer message 22: @AmazonHelp ESCALATING FROM LAST 4 DAY'S NO RESPOND FROM SOCIAL MEDIA TEAM OR NOTHING ... LEAST BOTHER TO CONTACT TO EXPLAIN THE ISSUE.. I CALLED 12TIMS

Customer message 23: @AmazonHelp CHECK ALL THESE SCREEN SHOT NUMBER ALL ARE INCORRECT NUMBERS PROVOIDED BY @115850 @AmazonHelp  TEAM https://t.co/RTXFkb28o8

Customer message 24: @AmazonHelp 4 times i have mailed ,to __email__, you want me to send that screenshot i'll send it in few min sub: 393134

Customer message 25: @AmazonHelp check your mail before responding, below screenshot for your reference https://t.co/erAgskAcVX

Customer message 26: @AmazonHelp how many times i have to tell you that i have already sent a mail , and also sent  a screenshot of email in twitter, if you arenot able to

Customer message 27: @AmazonHelp handle refund my money, SUCH A PATHETIC SERVICE AND ESCALATION HADLING TEAM IN @115850 @115821 @AmazonHelp

Customer message 28: @AmazonHelp @115850 @115821  https://t.co/p933EqS3z3

Customer message 29: @AmazonHelp YOU ARE LITERALLY MAKING TIME PASS HEAR !! GO THROUGH THE DISCREPANCY ON THAT FIRST YOU ARE CONTACTING INCORRECT NUMBER

Customer message 30: @AmazonHelp DON'T BE AN IDIO IM SENDING MULTIPLE EMAILS WITH CONTACT DETAILS, CHECK BEFORE REVERTING LIKE AN IDIOTS

Customer message 31: @AmazonHelp Refund my money worst service by Amazon customer service ,",I2,Escalate,I1,Escalate,"Customer reports multiple delivery status discrepancies, potential fraud, and repeated unresolved issues requiring higher-level intervention.","The customer repeatedly complains about incorrect delivery status updates, fake delivery notifications, and delivery attempts to the wrong person, indicating a delivery status and delay issue.",We’re sorry for the confusion and delays with your delivery. Please share the order number and any screenshots of the tracking updates so we can investigate the discrepancy. Our team will review the information and get back to you within 24 hours with a resolution. Thank you for your patience.,2292146|162171|2240694,0.735238|0.732162|0.728741,,success,,True,False,0.735238,intent_error
343113,"Customer message 1: Ten years ago today, we launched the first-ever Kindle. Happy 10th birthday @117634 and thank you to all the Kindle readers and authors! https://t.co/qelfniBSK1

Customer message 2: @115851 @117634 My original Kindle still works fine and is still in use. How about reissuing a collectors' edition with updated technology in the same design?

Customer message 3: @115851 @117634 I'm on my 3rd Kindle and have bought over 500 books. However, my latest, the VOYAGER has always had a clearly visible defect. it's dusky cloudy on top right section of the screen. design flaw? big dissapointment. please advise, thank you. 

Sincerely, Scott

Customer message 4: @AmazonHelp Ordered on March 23, 2016  Order# 116-4081823-9779459 already been through this exasperating exercise with cust service. other VOYAGE owners have expressed the exact same flaw. what about an even exchange for Oasis? @115851

Customer message 5: @AmazonHelp nothing really some silly stuff ie restart hold the button down for five seconds, etc. nothing resolved the problem @115851

Customer message 6: @115851 @103974 @117634 Kindle is one of the top things I ever owned. Thank you for it, @115821.

Customer message 7: @AmazonHelp ok so you're now referring me back to amazon customer service? @115851

Customer message 8: @115851 @117634 I want to start a kindle library - any discount or offerings for non-profit business?

Customer message 9: @AmazonHelp Where should I ask this in support?

Customer message 10: @241844 @AmazonHelp @115851 My kindle died the same month its warranty expired. Very disappointing, I only used it occasionally.

Customer message 11: @241844 @AmazonHelp @115851 Yeah...I was electrocuted by a Christmas tree sold exclusively (so I’m told) by amazon and they referred me to pretty much the same thing. Cool, huh?

Customer message 12: @AmazonHelp I have written an article about the design of these two Kindles. Is the photo in Bezo's post available for use in a academic publication?

Customer message 13: @AmazonHelp @756101 Dear Kindle I use you since 10 years then.. My library grew up.. PLEASE then ADD decent library functions!! Please.

Customer message 14: @AmazonHelp That is a link to contact amazon. are you not amazon? this sounds as if you're giving me ""the run around"" why don't you have ""a member of our team"" contact me? please advise, thank you @115851

Customer message 15: @AmazonHelp once again please see ""account details"" below @115851 as pertaining to the faulty Voyager

https://t.co/whJDgaYbR2

Customer message 16: @AmazonHelp OK I'm happy to cooperate  to the best of my ability. When I click on the link it Goes to my account and/or my orders What I want to do next? Thank you @115851  very puzzling

Customer message 17: @115851 @117634 Please Bezos, blue light filter on the Kindle Paper white! I love mine but I want to fall asleep easier while reading!

Customer message 18: @115851 @148213 @117634 Changed my reading habits, couldn’t be happier with my paperwhite

Customer message 19: @AmazonHelp @772199 PLEASE GET YOUR ADS OFF OF BREITBART. They are endorsing a man who it seems sexually assaulted children!! You can't want to support that with your ad money and powerful presence. @151368 has been asking too- do the right thing!!

Customer message 20: @115851 @117634 Shame on Amazon India .Pathetic service from Amazon to avoid at all cost and informing people not to buy any imported items from Amazon India 
Order ID 407-2793143-3561942

Customer message 21: @115851 @117634 #Feedback
Thanks 😊😊 a lot for making @117634 Oasis waterproof!  Still it's cost is quite high! 
Though my love for #KindlePaperwhite is no less after the launch of #KindleOasis!
Cc @137341 @115821 @AmazonHelp

Customer message 22: @AmazonHelp @280576 Amazon Involved in Fake orders and using our hardworking money for at least a week. As I already guaranteed on 21st nov that my order will get cancelled. Today amazon cancelled my order and this is 4th time in last 3 months. Worst customer support. Lost trust in amazon

Customer message 23: @115851 @117634 Bonjour, je cherche à vous joindre de toute urgence, pourriez-vous me recontacter. Merci d'avance.

Customer message 24: @115851 @117634 Thank you. Kindle changed my life. Well, at least let me keep my life. Either way, I got to keep reading when it looked like I wouldn’t. That’s what it was for, right? No? Well, that’s what it [also] accomplished. Cheers

Customer message 25: @115851 @117634 I haven't been able to live without mine for 9 of those years! Thank you for bringing the library to my home Jeff Bezos!

Customer message 26: @115851 @117634 liar liar pants on fire you said you were customer service focused you just sold me a 7 gen fire that doesn't screen cast

Customer message 27: @241844 @AmazonHelp @115851 Us to we had 2 that never even connected to an internet we Threw in the trash over the endless Customer Service Holds BS we just couldn’t be bothered @117634 @115858 for us @108682 won

Customer message 28: @AmazonHelp @756101 Fuck you, Amazon: https://t.co/r23WknUa9U

Customer message 29: @AmazonHelp I called customer service they didn't care

Customer message 30: @AmazonHelp @241844 Ordered honor bee phone but received salt packet from amazon India https://t.co/XAF8OVsvLp",I4,Escalate,I4,Escalate,Escalation required because the message triggered a hard rule: safety_issue.,"The customer reports a visible defect on the Kindle screen, indicating a damaged or defective product.","Hi there, thanks for reaching out. I’m sorry to hear about the issues you’re experiencing with your Kindle Voyager and the frustration with support. I’ve forwarded your concerns to our technical team and they’ll review the defect you described. In the meantime, please try the following steps: 1) Hold the power button for 10 seconds to force a reboot. 2) If the screen still shows a cloudy area, let us know and we’ll arrange a repair or replacement under the warranty terms. For the collector’s edition request, we’re currently not planning a reissue of the original design, but we appreciate the feedback and will keep it in mind for future product plans. If you need to discuss a non‑profit discount or any other account‑specific questions, please reply with your order number and we’ll connect you with the appropriate team. Thank you for your patience and for being a loyal Kindle user. ",2980981|784746|347944,0.587902|0.583404|0.553334,safety_issue,success,,False,False,0.587902,low_retrieval_score
981994,"Customer message 1: @115850 Order# 402-8746632-2695522. Shame on you Amazon India. I complained almost 20 times but got no assistance. I want my product NOW

Customer message 2: @AmazonHelp Sorry will not do anything. I've heard apologies from ur executives around 20 times. I want my product today ANYHOW, Whether at 12 midnight.

Customer message 3: @AmazonHelp Not Earliest @115850, I want a resolution NOW. It's high time already. I have faced a lot of lies from you guys. Enough !!

Customer message 4: @AmazonHelp Please let me know the guaranteed delivery time now @115850.",I1,Escalate,I1,Auto-handle,"The issue is a delivery delay request that can be addressed by providing tracking information and a delivery window; no fraud, safety, or legal concerns require escalation.","Customer is repeatedly asking for delivery status and urgent delivery of the product, indicating a delay or missing shipment.",I’m really sorry for the frustration you’re experiencing with Order #402-8746632-2695522. I understand you need a clear update on the delivery status. Please allow me a moment to check the latest tracking information for you. I’ll get back to you with the confirmed delivery window as soon as possible. Thank you for your patience.,2777500|487817|461314,0.762498|0.741960|0.736453,,success,,False,True,0.762498,decision_error
523414,"Customer message 1: Echo stopped working and @AmazonHelp basically told me tough luck.  So disappointed in customer service.

Customer message 2: @AmazonHelp Echo stopped working out of nowhere.  After minimal troubleshooting, customer service told me to buy a new charger.  I did, still didn't work.  Now they're telling me I'm out of luck and saying a 15% discount on a new one is the best they can do, which I think is unacceptable.

Customer message 3: @AmazonHelp Will that do anything other than make me angrier? Because I'm about to return the two new Echo devices I just purchased 😞

Customer message 4: @AmazonHelp I emailed and received a scripted response basically telling me tough luck.  Time to send back the two Echo Dots I just purchased. 😞

Customer message 5: @AmazonHelp  https://t.co/QnTdlimgGS",I4,Escalate,I3,Escalate,"Customer requests replacement and return of Echo devices, which requires order-specific actions beyond the scope of auto-handle.",Customer wants to return the Echo devices due to malfunction and dissatisfaction with support.,"I’m really sorry to hear that your Echo devices haven’t worked and that you’ve had a frustrating experience with our support. Let’s get this resolved for you. I’ll open a priority case for a replacement unit and arrange for a prepaid return label for the devices you’ve already purchased. You’ll receive a confirmation email with all the details shortly. If you have any questions in the meantime, feel free to reply to this message. Thank you for your patience and for giving us the chance to make this right.",1443291|2626388|1701046,0.635601|0.624429|0.621993,,success,,True,False,0.635601,intent_error
2596324,"Customer message 1: @118919 purchased this product frm amazon, doubt authenticity, plz confirm. https://t.co/09wICRdwAK

Customer message 2: @AmazonHelp Unfortunately Barcode not recognized so please comment on this specific product.",I8,Auto-handle,I8,Escalate,"The customer requests authenticity verification and barcode assistance, which requires order-specific investigation and potential fraud checks that cannot be handled automatically.","The customer is asking about product authenticity and a barcode recognition issue, which falls under general product/technical support.","Hi there! I understand you’re concerned about the authenticity of your purchase and having trouble with the barcode. Could you please share the order number or the product title? Once I have that, I can verify the item’s authenticity and help you resolve the barcode issue. Thank you!",485199|2356703|2841703,0.585199|0.519134|0.515609,,success,,False,True,0.585199,decision_error
2337919,"Customer message 1: @115850 the courier service in my area is horrible.I didn't get my package and suddenly received the email stating it was returned.worse

Customer message 2: @AmazonHelp @115850 ya I did. He couldn't do anything. Now can't get it at the same deal",I2,Escalate,I2,Auto-handle,Delivery issue with returned package; can be resolved via standard support process.,"Package marked delivered but not received and returned, indicating a missing or lost shipment.",I’m really sorry to hear about the trouble with your delivery. Please fill out this short form (https://t.co/GIJyeYqKE0) so we can investigate the return and get you a resolution. We’ll do our best to get the item to you at the same price or offer a suitable alternative. Thank you for your patience.,2555167|418427|2724493,0.850464|0.808998|0.803532,,success,,False,True,0.850464,decision_error
436929,"Customer message 1: @135806 sois la peor empresa de paqueteria..Esque no dais ni una...haber si @116928 deja de currar con vosotros.Queee desastre!!

Customer message 2: @AmazonHelp no tiene que ver con vosotros , lo que  a sucedido es que el paquete me tendría que haber llegado hoy , y no an dado señales de vida

Customer message 3: @AmazonHelp y lo pero que ya me a pasado mas de 5 veces...

Customer message 4: @AmazonHelp Q ba, si es imposible ponerme en contacto con ellos, no cojen( ocupado) o no da señal el telefono. Y el establecimientolo tengo a muchos km

Customer message 5: @AmazonHelp no, no puedo contactar con ellos ya que no hay manera, no  les funcionan el ""tlf"" y el establecimiento me pilla a muchos km como para ir

Customer message 6: @AmazonHelp gracias¡¡¡¡ Lo hare https://t.co/LbJNaGigfD

Customer message 7: @AmazonHelp gracias,por lo menos veo que ayudáis mas que  @135806 o por lo menos os preocupáis algo",I1,Escalate,I1,Auto-handle,"The issue is a delivery delay and contact difficulty, which can be resolved with standard support actions such as tracking lookup and providing next steps.","The customer complains that the package was supposed to arrive today but has not shown any signs of life, indicating a delivery delay.","Hola, lamento mucho la situación con tu envío. Entiendo lo frustrante que es no poder contactar al servicio de paquetería y la distancia del establecimiento. Para ayudarte, por favor indícanos el número de seguimiento del paquete y el número de pedido. Así podremos verificar el estado y coordinar una solución rápida. Si prefieres, también puedes usar nuestro chat en vivo o enviar un correo a soporte@amazon.com. Gracias por tu paciencia y estamos aquí para resolverlo.",158865|2300021|338562,0.662763|0.615090|0.588814,,success,,False,True,0.662763,decision_error
566642,"Customer message 1: @115851 how come amazon won’t take responsibility for the fact that they screwed up my order ?

Customer message 2: @AmazonHelp I ordered a product that you originally said you could deliver within a stipulated amount of time and now I am told you have no idea when you can ship it. I am leaving the country and need my product before “whenever yall can “

Customer message 3: @AmazonHelp Latest update is “whenever we can” I aheve spoken to several representatives throughout this entire day and have been disrespected when requesting a simple rectification of a problem that was your fault

Customer message 4: @AmazonHelp I was offered the gracious chance of cancelling my order and paying substantially more to buy it from another seller and being reimbursed “a promotional certificate “ which I could only use on orders that you guys get paid for

Customer message 5: @AmazonHelp Well I was on chat with manager Loicel but he ended the chat without helping me so ..",I1,Escalate,I5,Escalate,"The customer is experiencing repeated delivery delays, dissatisfaction with support, and requests order cancellation and reimbursement. This requires a senior support review and actions beyond standard automated handling.",The customer is requesting to cancel the order and is upset about the seller’s handling of the situation.,I’m really sorry for the frustration you’ve experienced. I’ve escalated your case to our senior support team so they can review the order details and find a solution that works for you. A team member will reach out to you shortly with next steps. Thank you for your patience.,1823904|1112088|2292146,0.719787|0.715666|0.707057,,success,,True,False,0.719787,intent_error
609492,"Customer message 1: “We'll see feature films, conventional television &amp; digital coexist in India but there will be a distinct rise in eyeballs moving to digital content”, said @28428 of @28429 at @28430 with Aparna Purohit, Head of Creative Development, Amazon Prime Video. #IFFI2017

Customer message 2: @118919 @28428 @28429 @28430 Amazon has lost my parcel. I bought a pair of bracelet a week ago but still i am waiting i didn't  received any parcel but in my amazon account it shows that it was already delivered . ORDER # 402-4403672-6873149 and ORDER # 402-5434523-7336360

Horrible, horrible service.

Customer message 3: @AmazonHelp I am still waiting for my refund but after submitting all the details you guys are not taking any single action. Poor parcel services poor customer care services and very poor experience with this poor shopping website",I2,Escalate,I2,Escalate,"The customer is reporting missing parcels, delayed refunds, and dissatisfaction with service, requiring order-specific investigation and resolution that cannot be handled automatically.","The customer reports that the parcel was marked delivered but has not been received, indicating a missing or lost package.","Hi there, we’re sorry to hear about the delivery issue. Please share your order numbers with us via the link below so we can investigate and resolve the matter promptly. https://www.amazon.in/help/contact-us",2602251|2395786|224560,0.645358|0.625611|0.625106,,success,,False,False,0.645358,low_retrieval_score
995437,"Customer message 1: @AmazonHelp scared it wasn't an official pressing, so I cancelled it and it charged me for the MP3 version but I pre-ordered the vinyl again

Customer message 2: @AmazonHelp Got the mp3 version refunded as I bought the vinyl again, thanks!",I5,Auto-handle,I3,Auto-handle,The issue is resolved with a refund and re-order; no fraud or account compromise concerns.,The customer is requesting a refund for the MP3 version after canceling it and reordering the vinyl.,"Hi! We’re glad to hear the MP3 refund went through and you’ve re‑ordered the vinyl. If you have any questions about the new order or need further assistance, feel free to let us know. Enjoy the album!",2032931|1244409|403530,0.598645|0.567280|0.564611,,success,,True,False,0.598645,intent_error
2964006,"Customer message 1: Really starting to hate @115821 their customer support people aren't good

Customer message 2: @AmazonHelp I'm unable to have items shipped to my address anymore and I have no idea why started having this issue a few months ago

Customer message 3: @AmazonHelp And I was told my billing address was wrong. I go online and check... nope it's correct https://t.co/4a6OSp7pae

Customer message 4: @AmazonHelp  https://t.co/78hSCkGawe

Customer message 5: @AmazonHelp Even when I put my physical address instead of my po box it still won't work

Customer message 6: @AmazonHelp Thank you for your help. Whatever @115821 is paying you they need to double it",I8,Auto-handle,I5,Auto-handle,"The issue is a standard shipping address verification problem that can be resolved with existing help resources; no fraud, account compromise, or legal concerns are present.","Customer reports inability to ship items to their address and mentions address-related issues, which falls under order modification/issue with shipping address.","Hi there, I’m sorry you’re having trouble with shipping to your address. Please visit our help page for address‑verification steps: https://t.co/vlvfJr4nN9. If the issue persists, let us know and we’ll connect you with a customer‑service agent who can look into it further. Thank you for your patience.",427345|2393577|1953567,0.788770|0.753306|0.749830,,success,,True,False,0.78877,intent_error
1676621,"Customer message 1: @AmazonHelp 1/2 but I got mixed response. Delivery guy saying he is not able to scan the bar code on the product. I totally fade up

Customer message 2: @AmazonHelp I already reported several times to customer i got muxed response from them

Customer message 3: @AmazonHelp I filled the form

Customer message 4: @AmazonHelp I m not sure  product will be delivered today or not. Let see what is going to happen your agent will come with same old story or new story

Customer message 5: @AmazonHelp @115850 may i know what is the status

Customer message 6: @AmazonHelp @115850 #amazon I can decide you guys are not willing to delivery the my product

Customer message 7: @AmazonHelp @115850 @115851 it is almost been week since they committed to delivery the product but he did not happen. Giving fake reasons. 1/1

Customer message 8: @AmazonHelp I already replied several times no use, you guys are just wasting my time.cuatomer care also just spending the time and telling liies.

Customer message 9: @AmazonHelp I replied again mail that mail. Please update the mail you guys going to reslove the issue or not, #AmazonGreatIndianFestival

Customer message 10: @AmazonHelp Can I get an update ? @115850  #AmazonGreatIndianFestival

Customer message 11: @AmazonHelp Every one is working on it but no response from your side, just apologies

Customer message 12: @AmazonHelp Finally i recived  the product, Thanks for your help",I1,Auto-handle,I1,Escalate,Repeated delivery issues with mixed responses and lack of resolution indicate the need for escalation to the delivery team.,"Customers repeatedly complain about delivery delays, uncertain delivery dates, and delivery personnel unable to scan barcodes, indicating a delivery status and delay issue.","I’m sorry you’re experiencing repeated delays and mixed messages. I’ve escalated your case to our delivery team and they will contact you directly to confirm the new delivery date and resolve any scanning issues. Thank you for your patience. If you need further assistance, please reply here or call our support line. ",162171|1141939|2216896,0.694596|0.690365|0.683894,,success,,False,True,0.694596,decision_error
420260,"Customer message 1: @115850 ye delhi m hi ghumta rahega ya vaha se nikalega bhi???? https://t.co/swbgtkZpD4

Customer message 2: @AmazonHelp dear help while purchasing the product yhe date was 7 oct now it is 18 oct. you dont miss you just push the date

Customer message 3: @AmazonHelp received the material on time thanks for that",I1,Auto-handle,I1,Auto-handle,"The customer is asking about a date discrepancy on an order, which is a standard order‑specific inquiry that can be resolved by the support channel without escalation.","The customer reports a change in the delivery date from 7 Oct to 18 Oct, indicating a delivery status and delay issue.","Thank you for reaching out. We’re sorry for any confusion regarding your order. Please note that we can’t share order details publicly. If you need assistance with a specific order, kindly contact our customer support team directly through the Amazon app or website. They’ll be able to provide you with the most accurate information. Thank you for your understanding.",2185896|18904|1259033,0.641490|0.623320|0.621427,,success,,False,False,0.64149,low_retrieval_score
105104,"Customer message 1: “The driver is making one delivery before yours” ten seconds later “the driver has had to be re-routed, you will receive your delivery later”. @115830 you’re KILLING me. #boredhousewifeupdates

Customer message 2: @AmazonHelp Now they’ve cancelled the delivery. I ordered next day delivery as I’m on holiday tomorrow and desperately need the item for my baby!

Customer message 3: @AmazonHelp I’ve waited in ALL day 😫

Customer message 4: @AmazonHelp I have done. Apparently they’re emailing the driver, but I fail to see how that would get my delivery to arrive.",I1,Escalate,I1,Auto-handle,Standard delivery delay/cancellation issue that can be handled by automated response.,"All messages refer to delivery delays, cancellations, and routing issues, which fall under Delivery Status & Delay.","Hi there, I’m really sorry for the frustration you’re experiencing. I’ve escalated your case to our delivery team so they can investigate the delay and cancellation. They’ll reach out to you directly with an update as soon as possible. In the meantime, if you need urgent assistance or want to explore alternative delivery options, please let us know. Thank you for your patience.",2349544|2281513|299015,0.796481|0.753257|0.749871,,success,,False,True,0.796481,decision_error
179636,"Customer message 1: @AmazonHelp yes email sent

Customer message 2: @AmazonHelp oct 16-17

Customer message 3: @AmazonHelp 2 day's

Customer message 4: @AmazonHelp account blocked man!

Customer message 5: @AmazonHelp thanks

Customer message 6: @AmazonHelp @158308 They full of crap",I7,Auto-handle,I7,Escalate,"The customer reports a blocked account and potential unauthorized activity, which requires escalation for account security and potential fraud investigation.","The customer explicitly states their account is blocked, indicating an account/security issue.","Hi there, I’m sorry to hear your account is blocked. Please check your email for any messages from us regarding the block. If you haven’t received anything or still can’t access your account, let me know and I’ll help you resolve it. Thank you!",1291748|2722625|160263,0.749840|0.731978|0.717066,,success,,False,True,0.74984,decision_error
1245446,"Customer message 1: @115821 AMZL 2 days in row failed delivery! Use @81 or @115817 if want your @115821 stuff. #CustomerService @AmazonHelp

Customer message 2: @AmazonHelp Yes. Order yesterday not delivered. Order today not delivered. &gt;$300 lost. Refund &amp; resend via @81 or @115817.

Customer message 3: @AmazonHelp @81 @115817 @115821 AMZL disaster. Lost orders in 2 states. Spent 2hrs begging for @115817 or @81 &amp; they use AMZL again!

Customer message 4: @AmazonHelp @115821 WHY USE AMZL FOR MY ORDERS GIVEN ISSUES? @115821'S OWN CUST SERVICE SAYS THEY ARE PROBLEM (SEE ATTACHED) https://t.co/bmaVBoNzLN

Customer message 5: @AmazonHelp @115821 @115817 &amp; @81 please help @115821's AMZL. A kid with a wagon could do better.",I1,Escalate,I2,Escalate,"Repeated delivery failures, significant financial loss, and customer frustration require escalation to delivery operations.","Customers report that their orders were not delivered and appear lost, indicating a missing/not received issue.","I’m sorry you’re experiencing repeated delivery issues with AMZL. I’ve escalated your concern to our delivery‑operations team and requested a priority review of the affected orders. They will reach out to you directly with a resolution, which may include a refund or a resend via a different carrier. In the meantime, please keep any tracking numbers handy and let us know if you receive any updates. Thank you for your patience and for bringing this to our attention.",2377257|1151082|567589,0.701745|0.701145|0.700095,,success,,True,False,0.701745,intent_error
650096,"Customer message 1: I accidentally charged my grandmas card $108 because I forgot to cancel the amazon prime membership https://t.co/eytPXlx8k5

Customer message 2: @AmazonHelp omgomg thanks !!!",I6,Auto-handle,I6,Escalate,"The customer is requesting a refund for a significant charge on a third‑party card, which is a financial dispute that requires escalation to the appropriate team.",The customer is concerned about an accidental charge to a card and is seeking a resolution related to payment/charges.,"Hi there! I’m sorry you were charged for the Prime membership. Please visit our help center to request a refund: https://t.co/2cQpLaiElb. If you need further assistance, let us know here. Thanks for reaching out!",198681|2367997|1554978,0.751512|0.728706|0.725341,,success,,False,True,0.751512,decision_error
1604038,"Customer message 1: @amazonHelp. Credit card blocked due to possible hacking of details. Order cancelled. How do I remedy. Tried substituting another card. Fail

Customer message 2: @AmazonHelp Changed to a different cars. Site confirmed that. Re-ordered but came up declined and referred to old , locked , card. Any email address",I7,Escalate,I6,Escalate,Card appears blocked due to suspected hacking; requires fraud investigation and account security review beyond standard support.,"Both messages involve payment problems—credit card blocked, order cancellation, and declined payment due to a locked card, indicating billing or payment issues.","Hi there,

I’m sorry you’re having trouble with your payment. It sounds like your card was locked after a security check, which is why the new card didn’t go through. Please try the following:

1. Log in to your Amazon account and go to ""Your Payments"".
2. Remove the old card and add the new one again.
3. If the new card still shows as declined, contact your bank to confirm the card is active and not blocked.

If the issue persists, you can reach our payment support team directly at payments-help@amazon.com. They’ll be able to verify the card status and help you place the order.

Thank you for your patience!",1622639|2723959|2273858,0.733634|0.684986|0.671998,,success,,True,False,0.733634,intent_error
